"concept_id","concept_code","vocabulary_id","codeset","concept_name"
43207807,"OMOP513602","5 ML Dopamine 10 MG/ML Prefilled Syringe Box of 50","pressors","5 ML Dopamine 10 MG/ML Prefilled Syringe Box of 50"
43207808,"OMOP513610","5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10 by Renaudin","pressors","5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10 by Renaudin"
43208281,"OMOP518206","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN] Box of 10","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN] Box of 10"
43208282,"OMOP518210","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE PANPHARMA] Box of 10","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE PANPHARMA] Box of 10"
43208283,"OMOP518211","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE PANPHARMA] Box of 10 by Panpharma","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE PANPHARMA] Box of 10 by Panpharma"
43208284,"OMOP518213","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR] Box of 10","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR] Box of 10"
43215537,"OMOP481263","Dopamine Prefilled Syringe [DOPAMINE MYLAN]","pressors","Dopamine Prefilled Syringe [DOPAMINE MYLAN]"
43215538,"OMOP481270","Dopamine 40 MG/ML Prefilled Syringe Box of 20","pressors","Dopamine 40 MG/ML Prefilled Syringe Box of 20"
43215539,"OMOP481271","Dopamine 40 MG/ML Prefilled Syringe Box of 100","pressors","Dopamine 40 MG/ML Prefilled Syringe Box of 100"
43215540,"OMOP481280","Dopamine 5 MG/ML [DOPAMINE PIERRE FABRE]","pressors","Dopamine 5 MG/ML [DOPAMINE PIERRE FABRE]"
43215541,"OMOP481296","Dopamine 10 MG/ML Prefilled Syringe Box of 50","pressors","Dopamine 10 MG/ML Prefilled Syringe Box of 50"
43216059,"OMOP485895","Milrinone 1 MG/ML [MILRINONE MEDAC]","pressors","Milrinone 1 MG/ML [MILRINONE MEDAC]"
43216973,"OMOP494300","Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE AGUETTANT] Box of 10","pressors","Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE AGUETTANT] Box of 10"
43216974,"OMOP494302","Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN] Box of 10","pressors","Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN] Box of 10"
43218805,"OMOP513593","5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE MYLAN]","pressors","5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE MYLAN]"
43218806,"OMOP513606","5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN]","pressors","5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN]"
43218807,"OMOP513609","5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10","pressors","5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10"
43219025,"OMOP515779","10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE MYLAN]","pressors","10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE MYLAN]"
43219026,"OMOP515782","10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE PIERRE FABRE]","pressors","10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE PIERRE FABRE]"
43219027,"OMOP515784","10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE PIERRE FABRE] Box of 50","pressors","10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE PIERRE FABRE] Box of 50"
43219042,"OMOP516030","10 ML Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC]","pressors","10 ML Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC]"
43219043,"OMOP516031","10 ML Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC] Box of 10","pressors","10 ML Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC] Box of 10"
43219288,"OMOP518201","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe Box of 10","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe Box of 10"
43219289,"OMOP518205","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN]","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN]"
43219290,"OMOP518214","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR] Box of 10 by Panpharma","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR] Box of 10 by Panpharma"
43259021,"OMOP563715","10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10","pressors","10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10"
43259136,"OMOP564638","20 ML Dobutamine 12.5 MG/ML Injection Box of 10 by Sandoz","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 10 by Sandoz"
43264446,"OMOP563714","10 ML Milrinone 1 MG/ML Injection [Primacor]","pressors","10 ML Milrinone 1 MG/ML Injection [Primacor]"
43264542,"OMOP564636","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Claris","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Claris"
43264543,"OMOP564637","20 ML Dobutamine 12.5 MG/ML Injection Box of 10","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 10"
43270037,"OMOP564634","20 ML Dobutamine 12.5 MG/ML Injection by Sandoz","pressors","20 ML Dobutamine 12.5 MG/ML Injection by Sandoz"
43270038,"OMOP564639","20 ML Dobutamine 12.5 MG/ML Injection by Abbott","pressors","20 ML Dobutamine 12.5 MG/ML Injection by Abbott"
43274564,"OMOP553966","Dobutamine 250 MG","pressors","Dobutamine 250 MG"
43279898,"OMOP553970","Dobutamine 250 MG Injection [Dobutrex]","pressors","Dobutamine 250 MG Injection [Dobutrex]"
43280028,"OMOP555226","Milrinone 1 MG/ML Injection Box of 10","pressors","Milrinone 1 MG/ML Injection Box of 10"
43280029,"OMOP555227","Milrinone 1 MG/ML Injection [Primacor]","pressors","Milrinone 1 MG/ML Injection [Primacor]"
43280721,"OMOP562752","5 ML Dopamine 40 MG/ML Injection by Dbl","pressors","5 ML Dopamine 40 MG/ML Injection by Dbl"
43280940,"OMOP564635","20 ML Dobutamine 12.5 MG/ML Injection by Claris","pressors","20 ML Dobutamine 12.5 MG/ML Injection by Claris"
43280941,"OMOP564640","20 ML Dobutamine 12.5 MG/ML Injection by Dbl","pressors","20 ML Dobutamine 12.5 MG/ML Injection by Dbl"
43285341,"OMOP553967","Dobutamine 250 MG [Dobutrex]","pressors","Dobutamine 250 MG [Dobutrex]"
43285485,"OMOP555228","Milrinone 1 MG/ML Injection [Primacor] Box of 10","pressors","Milrinone 1 MG/ML Injection [Primacor] Box of 10"
43290740,"OMOP553968","Dobutamine 250 MG Injection","pressors","Dobutamine 250 MG Injection"
43290874,"OMOP555225","Milrinone Injection [Primacor]","pressors","Milrinone Injection [Primacor]"
43291768,"OMOP564641","20 ML Dobutamine 12.5 MG/ML Injection Box of 10 by Abbott","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 10 by Abbott"
43296116,"OMOP553965","Dobutamine 12.5 MG/ML Injection Box of 10","pressors","Dobutamine 12.5 MG/ML Injection Box of 10"
43296948,"OMOP562754","5 ML Dopamine 40 MG/ML Injection Box of 5 by Dbl","pressors","5 ML Dopamine 40 MG/ML Injection Box of 5 by Dbl"
43297063,"OMOP563713","10 ML Milrinone 1 MG/ML Injection Box of 10","pressors","10 ML Milrinone 1 MG/ML Injection Box of 10"
43585284,"OMOP951200","Dopamine Injection [Dopamin Carino]","pressors","Dopamine Injection [Dopamin Carino]"
43585285,"OMOP951220","Dopamine 10 MG/ML Injection Box of 10","pressors","Dopamine 10 MG/ML Injection Box of 10"
43585286,"OMOP951236","Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 2","pressors","Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 2"
43585708,"OMOP959001","Dobutamine 14 MG/ML Injection Box of 20","pressors","Dobutamine 14 MG/ML Injection Box of 20"
43585709,"OMOP959022","Dobutamine 11.2 MG/ML Injectable Solution Box of 10","pressors","Dobutamine 11.2 MG/ML Injectable Solution Box of 10"
43586851,"OMOP671727","Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 5","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 5"
43590324,"OMOP736401","1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] by Claris","pressors","1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] by Claris"
43590325,"OMOP736402","1 ML Milrinone 1 MG/ML Injection","pressors","1 ML Milrinone 1 MG/ML Injection"
43591403,"OMOP768644","5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius"
43591404,"OMOP768648","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 5 by Carinopharm","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 5 by Carinopharm"
43591405,"OMOP768652","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm"
43592111,"OMOP783206","10 ML Dopamine 20 MG/ML Injection Box of 20","pressors","10 ML Dopamine 20 MG/ML Injection Box of 20"
43592112,"OMOP783217","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20 by Carinopharm","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20 by Carinopharm"
43592187,"OMOP785138","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 25","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 25"
43592188,"OMOP785141","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino]","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino]"
43592189,"OMOP785143","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 5","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 5"
43592190,"OMOP785149","10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen","pressors","10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen"
43592191,"OMOP785158","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma]","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma]"
43592192,"OMOP785162","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop]","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop]"
43593628,"OMOP814235","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius]","pressors","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius]"
43593629,"OMOP814238","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius","pressors","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius"
43593644,"OMOP814760","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 20","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 20"
43593645,"OMOP814770","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20 by Hameln","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20 by Hameln"
43593646,"OMOP814774","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 2","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 2"
43603337,"OMOP951232","Dopamine 5 MG/ML Injection [Dopamin Fresenius]","pressors","Dopamine 5 MG/ML Injection [Dopamin Fresenius]"
43603787,"OMOP958994","Dobutamine Injectable Solution [Dobutamin Hexal]","pressors","Dobutamine Injectable Solution [Dobutamin Hexal]"
43603788,"OMOP959007","Dobutamine 5.6 MG/ML [Dobutamin Hameln]","pressors","Dobutamine 5.6 MG/ML [Dobutamin Hameln]"
43603789,"OMOP959029","Dobutamine 5.6 MG/ML [Dobutamin Liquid Fresenius]","pressors","Dobutamine 5.6 MG/ML [Dobutamin Liquid Fresenius]"
43604942,"OMOP671704","Milrinone Injectable Solution [Milrinon Carino]","pressors","Milrinone Injectable Solution [Milrinon Carino]"
43604943,"OMOP671706","Milrinone Injection [Milrinon Stragen]","pressors","Milrinone Injection [Milrinon Stragen]"
43604944,"OMOP671708","Milrinone Injectable Solution [Milrinon Hikma]","pressors","Milrinone Injectable Solution [Milrinon Hikma]"
43604945,"OMOP671714","Milrinone 1 MG/ML [Milrinon Carino]","pressors","Milrinone 1 MG/ML [Milrinon Carino]"
43604946,"OMOP671721","Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5"
43608156,"OMOP733371","1 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln]","pressors","1 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln]"
43608318,"OMOP736403","1 ML Milrinone 1 MG/ML Injection [Milrinon Stragen]","pressors","1 ML Milrinone 1 MG/ML Injection [Milrinon Stragen]"
43608319,"OMOP736405","1 ML Milrinone 1 MG/ML Injection [Unacor]","pressors","1 ML Milrinone 1 MG/ML Injection [Unacor]"
43608320,"OMOP736410","1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] by Hikma","pressors","1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] by Hikma"
43610061,"OMOP783202","10 ML Dopamine 20 MG/ML Injection Box of 2","pressors","10 ML Dopamine 20 MG/ML Injection Box of 2"
43610074,"OMOP783696","10 ML Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal] by Hexal","pressors","10 ML Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal] by Hexal"
43610126,"OMOP785135","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5 by Claris","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5 by Claris"
43610127,"OMOP785145","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10"
43610681,"OMOP797739","20 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen","pressors","20 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen"
43611621,"OMOP814771","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50"
43611622,"OMOP814779","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10 by Fresenius","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10 by Fresenius"
43611623,"OMOP814787","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 2","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 2"
43611624,"OMOP814791","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10"
43621728,"OMOP958997","Dobutamine 0.528 MG/MG Injectable Solution","pressors","Dobutamine 0.528 MG/MG Injectable Solution"
43621729,"OMOP959003","Dobutamine 14 MG/ML Injection [Dobutamin Hameln]","pressors","Dobutamine 14 MG/ML Injection [Dobutamin Hameln]"
43621730,"OMOP959004","Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5","pressors","Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5"
43621731,"OMOP959031","Dobutamine 5.6 MG/ML Injectable Solution Box of 2","pressors","Dobutamine 5.6 MG/ML Injectable Solution Box of 2"
43621732,"OMOP959036","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino]","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino]"
43622828,"OMOP671718","Milrinone 1 MG/ML Injectable Solution Box of 10","pressors","Milrinone 1 MG/ML Injectable Solution Box of 10"
43622829,"OMOP671722","Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10"
43622830,"OMOP671728","Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10"
43626151,"OMOP733368","1 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln]","pressors","1 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln]"
43626994,"OMOP760813","3 ML Dopamine 5 MG/ML Injection Box of 10","pressors","3 ML Dopamine 5 MG/ML Injection Box of 10"
43626995,"OMOP760821","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm","pressors","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm"
43628206,"OMOP785153","10 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect","pressors","10 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect"
43628758,"OMOP796549","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5","pressors","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5"
43629740,"OMOP814765","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 5","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 5"
43629741,"OMOP814772","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50 by Hameln","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50 by Hameln"
43629742,"OMOP814794","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino]","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino]"
43639449,"OMOP951218","Dopamine 10 MG/ML Injection Box of 5","pressors","Dopamine 10 MG/ML Injection Box of 5"
43639450,"OMOP951226","Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 6","pressors","Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 6"
43639451,"OMOP951229","Dopamine 5 MG/ML [Dopamin Carino]","pressors","Dopamine 5 MG/ML [Dopamin Carino]"
43639452,"OMOP951237","Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10","pressors","Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10"
43639876,"OMOP958999","Dobutamine 14 MG/ML [Dobutamin Hameln]","pressors","Dobutamine 14 MG/ML [Dobutamin Hameln]"
43639877,"OMOP959006","Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50","pressors","Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50"
43641047,"OMOP671711","Milrinone 1 MG/ML [Milrinon Stragen]","pressors","Milrinone 1 MG/ML [Milrinon Stragen]"
43645163,"OMOP760818","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10","pressors","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10"
43645485,"OMOP768634","5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10","pressors","5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10"
43645486,"OMOP768639","5 ML Dopamine 10 MG/ML Injection Box of 10","pressors","5 ML Dopamine 10 MG/ML Injection Box of 10"
43646321,"OMOP785142","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] by Carinopharm","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] by Carinopharm"
43646322,"OMOP785146","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10 by Carinopharm","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10 by Carinopharm"
43646858,"OMOP796545","20 ML Dobutamine 14 MG/ML Injection Box of 20","pressors","20 ML Dobutamine 14 MG/ML Injection Box of 20"
43647818,"OMOP814230","50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] by Fresenius","pressors","50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] by Fresenius"
43647819,"OMOP814239","50 ML Dopamine 5 MG/ML Injection [Dopamin Carino]","pressors","50 ML Dopamine 5 MG/ML Injection [Dopamin Carino]"
43647840,"OMOP814759","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 5","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 5"
43647841,"OMOP814792","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10 by Fresenius","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10 by Fresenius"
43657527,"OMOP951203","Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10","pressors","Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10"
43657528,"OMOP951206","Dopamine 20 MG/ML Injection Box of 2","pressors","Dopamine 20 MG/ML Injection Box of 2"
43657529,"OMOP951228","Dopamine 5 MG/ML [Dopamin Fresenius]","pressors","Dopamine 5 MG/ML [Dopamin Fresenius]"
43658003,"OMOP958995","Dobutamine 0.528 MG/MG","pressors","Dobutamine 0.528 MG/MG"
43658004,"OMOP959005","Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20","pressors","Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20"
43659175,"OMOP671709","Milrinone Injectable Solution [Corotrop]","pressors","Milrinone Injectable Solution [Corotrop]"
43659176,"OMOP671712","Milrinone 1 MG/ML [Milrinon Rotexmedica]","pressors","Milrinone 1 MG/ML [Milrinon Rotexmedica]"
43663283,"OMOP760816","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 2","pressors","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 2"
43663661,"OMOP768636","5 ML Dopamine 10 MG/ML Injection","pressors","5 ML Dopamine 10 MG/ML Injection"
43664488,"OMOP785134","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5"
43664489,"OMOP785147","10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen]","pressors","10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen]"
43664490,"OMOP785161","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10 by Hikma","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10 by Hikma"
43665015,"OMOP797743","20 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect","pressors","20 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect"
43665953,"OMOP814775","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 10","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 10"
43665954,"OMOP814780","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino]","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino]"
43675668,"OMOP951223","Dopamine 10 MG/ML Injection [Dopamin Carino]","pressors","Dopamine 10 MG/ML Injection [Dopamin Carino]"
43675669,"OMOP951230","Dopamine 5 MG/ML Injection Box of 2","pressors","Dopamine 5 MG/ML Injection Box of 2"
43676121,"OMOP959035","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10"
43677185,"OMOP671720","Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica]","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica]"
43680545,"OMOP736400","1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica]","pressors","1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica]"
43681542,"OMOP768647","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 5","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 5"
43682241,"OMOP783209","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 2","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 2"
43682242,"OMOP783211","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5"
43682323,"OMOP785167","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10 by Sanofi","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10 by Sanofi"
43683781,"OMOP814234","50 ML Dopamine 5 MG/ML Injection Box of 10","pressors","50 ML Dopamine 5 MG/ML Injection Box of 10"
43683796,"OMOP814763","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln]","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln]"
43683797,"OMOP814764","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] by Hameln","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] by Hameln"
43683798,"OMOP814785","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10"
43683799,"OMOP814790","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] by Fresenius","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] by Fresenius"
43683800,"OMOP814798","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10"
43693401,"OMOP951212","Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5","pressors","Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5"
43693402,"OMOP951217","Dopamine 10 MG/ML [Dopamin Carino]","pressors","Dopamine 10 MG/ML [Dopamin Carino]"
43693403,"OMOP951219","Dopamine 10 MG/ML Injection Box of 6","pressors","Dopamine 10 MG/ML Injection Box of 6"
43693404,"OMOP951221","Dopamine 10 MG/ML Injection [Dopamin Fresenius]","pressors","Dopamine 10 MG/ML Injection [Dopamin Fresenius]"
43693405,"OMOP951222","Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10","pressors","Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10"
