concept_id,description,body_system,progressive
45567679,Other osteoporosis without current pathological fracture,musculoskeletal,no
35209040,Other osteoporosis without current pathological fracture,musculoskeletal,no
45587155,Hyperostosis of skull,musculoskeletal,no
42618966,"Chronic multifocal osteomyelitis, unspecified site",musculoskeletal,no
45538963,"Chronic multifocal osteomyelitis, unspecified site",musculoskeletal,no
45606418,"Chronic multifocal osteomyelitis, right shoulder",musculoskeletal,no
45606418,"Chronic multifocal osteomyelitis, right shoulder",musculoskeletal,no
45553362,"Chronic multifocal osteomyelitis, left shoulder",musculoskeletal,no
45553362,"Chronic multifocal osteomyelitis, left shoulder",musculoskeletal,no
45587170,"Chronic multifocal osteomyelitis, unspecified shoulder",musculoskeletal,no
45587170,"Chronic multifocal osteomyelitis, unspecified shoulder",musculoskeletal,no
45596776,"Chronic multifocal osteomyelitis, right  humerus",musculoskeletal,no
45596776,"Chronic multifocal osteomyelitis, right  humerus",musculoskeletal,no
45538964,"Chronic multifocal osteomyelitis, left  humerus",musculoskeletal,no
45538964,"Chronic multifocal osteomyelitis, left  humerus",musculoskeletal,no
45577445,"Chronic multifocal osteomyelitis, unspecified  humerus",musculoskeletal,no
45577445,"Chronic multifocal osteomyelitis, unspecified  humerus",musculoskeletal,no
45592039,"Chronic multifocal osteomyelitis, right radius and ulna",musculoskeletal,no
45592039,"Chronic multifocal osteomyelitis, right radius and ulna",musculoskeletal,no
45596777,"Chronic multifocal osteomyelitis, left radius and ulna",musculoskeletal,no
45596777,"Chronic multifocal osteomyelitis, left radius and ulna",musculoskeletal,no
45577446,"Chronic multifocal osteomyelitis, unspecified radius and ulna",musculoskeletal,no
45577446,"Chronic multifocal osteomyelitis, unspecified radius and ulna",musculoskeletal,no
45567759,"Chronic multifocal osteomyelitis, right hand",musculoskeletal,no
45567759,"Chronic multifocal osteomyelitis, right hand",musculoskeletal,no
45596778,"Chronic multifocal osteomyelitis, left hand",musculoskeletal,no
45596778,"Chronic multifocal osteomyelitis, left hand",musculoskeletal,no
45534032,"Chronic multifocal osteomyelitis, unspecified hand",musculoskeletal,no
45534032,"Chronic multifocal osteomyelitis, unspecified hand",musculoskeletal,no
45587171,"Chronic multifocal osteomyelitis, right thigh",musculoskeletal,no
45587171,"Chronic multifocal osteomyelitis, right thigh",musculoskeletal,no
45572644,"Chronic multifocal osteomyelitis, left thigh",musculoskeletal,no
45572644,"Chronic multifocal osteomyelitis, left thigh",musculoskeletal,no
45587172,"Chronic multifocal osteomyelitis, unspecified thigh",musculoskeletal,no
45587172,"Chronic multifocal osteomyelitis, unspecified thigh",musculoskeletal,no
45534033,"Chronic multifocal osteomyelitis, right tibia and fibula",musculoskeletal,no
45534033,"Chronic multifocal osteomyelitis, right tibia and fibula",musculoskeletal,no
45572645,"Chronic multifocal osteomyelitis, left tibia and fibula",musculoskeletal,no
45572645,"Chronic multifocal osteomyelitis, left tibia and fibula",musculoskeletal,no
45606419,"Chronic multifocal osteomyelitis, unspecified tibia and fibula",musculoskeletal,no
45606419,"Chronic multifocal osteomyelitis, unspecified tibia and fibula",musculoskeletal,no
45567760,"Chronic multifocal osteomyelitis, right ankle and foot",musculoskeletal,no
45567760,"Chronic multifocal osteomyelitis, right ankle and foot",musculoskeletal,no
45587173,"Chronic multifocal osteomyelitis, left ankle and foot",musculoskeletal,no
45587173,"Chronic multifocal osteomyelitis, left ankle and foot",musculoskeletal,no
45548599,Osteitis deformans of skull,musculoskeletal,no
35209098,Hyperostosis of skull,musculoskeletal,no
45534034,"Chronic multifocal osteomyelitis, unspecified ankle and foot",musculoskeletal,no
45534034,"Chronic multifocal osteomyelitis, unspecified ankle and foot",musculoskeletal,no
42618974,"Chronic multifocal osteomyelitis, other site",musculoskeletal,no
45592040,"Chronic multifocal osteomyelitis, other site",musculoskeletal,no
42619427,"Chronic multifocal osteomyelitis, multiple sites",musculoskeletal,no
45553363,"Chronic multifocal osteomyelitis, multiple sites",musculoskeletal,no
42618975,"Chronic osteomyelitis with draining sinus, unspecified site",musculoskeletal,no
45538965,"Chronic osteomyelitis with draining sinus, unspecified site",musculoskeletal,no
45596779,"Chronic osteomyelitis with draining sinus, right shoulder",musculoskeletal,no
45572646,"Chronic osteomyelitis with draining sinus, left shoulder",musculoskeletal,no
45553364,"Chronic osteomyelitis with draining sinus, unspecified shoulder",musculoskeletal,no
45543782,"Chronic osteomyelitis with draining sinus, right  humerus",musculoskeletal,no
45543783,"Chronic osteomyelitis with draining sinus, left  humerus",musculoskeletal,no
45543784,"Chronic osteomyelitis with draining sinus, unspecified  humerus",musculoskeletal,no
45562941,"Chronic osteomyelitis with draining sinus, right radius and ulna",musculoskeletal,no
45534035,"Chronic osteomyelitis with draining sinus, left radius and ulna",musculoskeletal,no
45577447,"Chronic osteomyelitis with draining sinus, unspecified radius and ulna",musculoskeletal,no
45553365,"Chronic osteomyelitis with draining sinus, right hand",musculoskeletal,no
45558074,"Chronic osteomyelitis with draining sinus, left hand",musculoskeletal,no
45562942,"Chronic osteomyelitis with draining sinus, unspecified hand",musculoskeletal,no
45567761,"Chronic osteomyelitis with draining sinus, right thigh",musculoskeletal,no
45601642,"Chronic osteomyelitis with draining sinus, left thigh",musculoskeletal,no
45534036,"Chronic osteomyelitis with draining sinus, unspecified thigh",musculoskeletal,no
45577448,"Chronic osteomyelitis with draining sinus, right tibia and fibula",musculoskeletal,no
45562943,"Chronic osteomyelitis with draining sinus, left tibia and fibula",musculoskeletal,no
45553366,"Chronic osteomyelitis with draining sinus, unspecified tibia and fibula",musculoskeletal,no
45601643,"Chronic osteomyelitis with draining sinus, right ankle and foot",musculoskeletal,no
45538966,"Chronic osteomyelitis with draining sinus, left ankle and foot",musculoskeletal,no
45538967,"Chronic osteomyelitis with draining sinus, unspecified ankle and foot",musculoskeletal,no
42618983,"Chronic osteomyelitis with draining sinus, other site",musculoskeletal,no
45553367,"Chronic osteomyelitis with draining sinus, other site",musculoskeletal,no
42618984,"Chronic osteomyelitis with draining sinus, multiple sites",musculoskeletal,no
45592041,"Chronic osteomyelitis with draining sinus, multiple sites",musculoskeletal,no
42618985,"Other chronic hematogenous osteomyelitis, unspecified site",musculoskeletal,no
45592042,"Other chronic hematogenous osteomyelitis, unspecified site",musculoskeletal,no
45587174,"Other chronic hematogenous osteomyelitis, right shoulder",musculoskeletal,no
45582324,"Other chronic hematogenous osteomyelitis, left shoulder",musculoskeletal,no
45534037,"Other chronic hematogenous osteomyelitis, unspecified shoulder",musculoskeletal,no
45538968,"Other chronic hematogenous osteomyelitis, right  humerus",musculoskeletal,no
45538969,"Other chronic hematogenous osteomyelitis, left  humerus",musculoskeletal,no
45592043,"Other chronic hematogenous osteomyelitis, unspecified  humerus",musculoskeletal,no
45587175,"Other chronic hematogenous osteomyelitis, right radius and ulna",musculoskeletal,no
45577449,"Other chronic hematogenous osteomyelitis, left radius and ulna",musculoskeletal,no
45606421,"Other chronic hematogenous osteomyelitis, unspecified radius and ulna",musculoskeletal,no
45606422,"Other chronic hematogenous osteomyelitis, right hand",musculoskeletal,no
45587176,"Other chronic hematogenous osteomyelitis, left hand",musculoskeletal,no
45553368,"Other chronic hematogenous osteomyelitis, unspecified hand",musculoskeletal,no
45577450,"Other chronic hematogenous osteomyelitis, right thigh",musculoskeletal,no
45592044,"Other chronic hematogenous osteomyelitis, left thigh",musculoskeletal,no
45553369,"Other chronic hematogenous osteomyelitis, unspecified thigh",musculoskeletal,no
45543785,"Other chronic hematogenous osteomyelitis, right tibia and fibula",musculoskeletal,no
45553370,"Other chronic hematogenous osteomyelitis, left tibia and fibula",musculoskeletal,no
45538970,"Other chronic hematogenous osteomyelitis, unspecified tibia and fibula",musculoskeletal,no
45577451,"Other chronic hematogenous osteomyelitis, right ankle and foot",musculoskeletal,no
45572647,"Other chronic hematogenous osteomyelitis, left ankle and foot",musculoskeletal,no
45596780,"Other chronic hematogenous osteomyelitis, unspecified ankle and foot",musculoskeletal,no
42618993,"Other chronic hematogenous osteomyelitis, other site",musculoskeletal,no
45577452,"Other chronic hematogenous osteomyelitis, other site",musculoskeletal,no
42618994,"Other chronic hematogenous osteomyelitis, multiple sites",musculoskeletal,no
45534038,"Other chronic hematogenous osteomyelitis, multiple sites",musculoskeletal,no
42618995,"Other chronic osteomyelitis, unspecified site",musculoskeletal,no
45567763,"Other chronic osteomyelitis, unspecified site",musculoskeletal,no
45601644,"Other chronic osteomyelitis, right shoulder",musculoskeletal,no
45562944,"Other chronic osteomyelitis, left shoulder",musculoskeletal,no
45562945,"Other chronic osteomyelitis, unspecified shoulder",musculoskeletal,no
45534039,"Other chronic osteomyelitis, right  humerus",musculoskeletal,no
45582325,"Other chronic osteomyelitis, left  humerus",musculoskeletal,no
45567764,"Other chronic osteomyelitis, unspecified  humerus",musculoskeletal,no
45553371,"Other chronic osteomyelitis, right radius and ulna",musculoskeletal,no
45596782,"Other chronic osteomyelitis, left radius and ulna",musculoskeletal,no
45582326,"Other chronic osteomyelitis, unspecified radius and ulna",musculoskeletal,no
45582327,"Other chronic osteomyelitis, right hand",musculoskeletal,no
45577453,"Other chronic osteomyelitis, left hand",musculoskeletal,no
45577454,"Other chronic osteomyelitis, unspecified hand",musculoskeletal,no
45596783,"Other chronic osteomyelitis, right thigh",musculoskeletal,no
45592045,"Other chronic osteomyelitis, left thigh",musculoskeletal,no
45601645,"Other chronic osteomyelitis, unspecified thigh",musculoskeletal,no
45606423,"Other chronic osteomyelitis, right tibia and fibula",musculoskeletal,no
45534040,"Other chronic osteomyelitis, left tibia and fibula",musculoskeletal,no
45582328,"Other chronic osteomyelitis, unspecified tibia and fibula",musculoskeletal,no
45592046,"Other chronic osteomyelitis, right ankle and foot",musculoskeletal,no
45543786,"Other chronic osteomyelitis, left ankle and foot",musculoskeletal,no
45582329,"Other chronic osteomyelitis, unspecified ankle and foot",musculoskeletal,no
42619003,"Other chronic osteomyelitis, other site",musculoskeletal,no
45587177,"Other chronic osteomyelitis, other site",musculoskeletal,no
42619004,"Other chronic osteomyelitis, multiple sites",musculoskeletal,no
45582330,"Other chronic osteomyelitis, multiple sites",musculoskeletal,no
42619024,Idiopathic aseptic necrosis of unspecified bone,musculoskeletal,no
45596784,Idiopathic aseptic necrosis of unspecified bone,musculoskeletal,no
45592047,Idiopathic aseptic necrosis of right shoulder,musculoskeletal,no
45606425,Idiopathic aseptic necrosis of left shoulder,musculoskeletal,no
45558076,Idiopathic aseptic necrosis of unspecified shoulder,musculoskeletal,no
45534042,Idiopathic aseptic necrosis of right humerus,musculoskeletal,no
45553376,Idiopathic aseptic necrosis of left humerus,musculoskeletal,no
45543787,Idiopathic aseptic necrosis of unspecified humerus,musculoskeletal,no
45596785,Idiopathic aseptic necrosis of right radius,musculoskeletal,no
45558077,Idiopathic aseptic necrosis of left radius,musculoskeletal,no
45553377,Idiopathic aseptic necrosis of unspecified radius,musculoskeletal,no
45601648,Idiopathic aseptic necrosis of right ulna,musculoskeletal,no
45553378,Idiopathic aseptic necrosis of left ulna,musculoskeletal,no
45592048,Idiopathic aseptic necrosis of unspecified ulna,musculoskeletal,no
45553379,Idiopathic aseptic necrosis of right carpus,musculoskeletal,no
45601649,Idiopathic aseptic necrosis of left carpus,musculoskeletal,no
45601650,Idiopathic aseptic necrosis of unspecified carpus,musculoskeletal,no
45596786,Idiopathic aseptic necrosis of right hand,musculoskeletal,no
45543788,Idiopathic aseptic necrosis of left hand,musculoskeletal,no
45553380,Idiopathic aseptic necrosis of unspecified hand,musculoskeletal,no
45582331,Idiopathic aseptic necrosis of right finger(s),musculoskeletal,no
45606426,Idiopathic aseptic necrosis of left finger(s),musculoskeletal,no
45572650,Idiopathic aseptic necrosis of unspecified finger(s),musculoskeletal,no
45572651,Idiopathic aseptic necrosis of pelvis,musculoskeletal,no
45601651,Idiopathic aseptic necrosis of right femur,musculoskeletal,no
45572652,Idiopathic aseptic necrosis of left femur,musculoskeletal,no
45567766,Idiopathic aseptic necrosis of unspecified femur,musculoskeletal,no
45538971,Idiopathic aseptic necrosis of right tibia,musculoskeletal,no
45587178,Idiopathic aseptic necrosis of left tibia,musculoskeletal,no
45567767,Idiopathic aseptic necrosis of unspecified tibia,musculoskeletal,no
45577457,Idiopathic aseptic necrosis of right fibula,musculoskeletal,no
45534043,Idiopathic aseptic necrosis of left fibula,musculoskeletal,no
45558078,Idiopathic aseptic necrosis of unspecified fibula,musculoskeletal,no
45562946,Idiopathic aseptic necrosis of right ankle,musculoskeletal,no
45577458,Idiopathic aseptic necrosis of left ankle,musculoskeletal,no
45538972,Idiopathic aseptic necrosis of unspecified ankle,musculoskeletal,no
45548582,Idiopathic aseptic necrosis of right foot,musculoskeletal,no
45587179,Idiopathic aseptic necrosis of left foot,musculoskeletal,no
45596787,Idiopathic aseptic necrosis of unspecified foot,musculoskeletal,no
45538973,Idiopathic aseptic necrosis of right toe(s),musculoskeletal,no
45558079,Idiopathic aseptic necrosis of left toe(s),musculoskeletal,no
45548583,Idiopathic aseptic necrosis of unspecified toe(s),musculoskeletal,no
42619032,"Idiopathic aseptic necrosis of bone, other site",musculoskeletal,no
45558080,"Idiopathic aseptic necrosis of bone, other site",musculoskeletal,no
42619033,"Idiopathic aseptic necrosis of bone, multiple sites",musculoskeletal,no
45596788,"Idiopathic aseptic necrosis of bone, multiple sites",musculoskeletal,no
35209112,Osteitis deformans of skull,musculoskeletal,no
45587192,Osteitis deformans of vertebrae,musculoskeletal,no
45567780,Osteitis deformans of right shoulder,musculoskeletal,no
45553390,Osteitis deformans of left shoulder,musculoskeletal,no
45553391,Osteitis deformans of unspecified shoulder,musculoskeletal,no
45548600,Osteitis deformans of right upper arm,musculoskeletal,no
45543798,Osteitis deformans of left upper arm,musculoskeletal,no
45548601,Osteitis deformans of unspecified upper arm,musculoskeletal,no
45592065,Osteitis deformans of right forearm,musculoskeletal,no
45548602,Osteitis deformans of left forearm,musculoskeletal,no
45601667,Osteitis deformans of unspecified forearm,musculoskeletal,no
45534063,Osteitis deformans of right hand,musculoskeletal,no
45596799,Osteitis deformans of left hand,musculoskeletal,no
45582340,Osteitis deformans of unspecified hand,musculoskeletal,no
45592066,Osteitis deformans of right thigh,musculoskeletal,no
45601668,Osteitis deformans of left thigh,musculoskeletal,no
45548603,Osteitis deformans of unspecified thigh,musculoskeletal,no
45596800,Osteitis deformans of right lower leg,musculoskeletal,no
45543799,Osteitis deformans of left lower leg,musculoskeletal,no
45543800,Osteitis deformans of unspecified lower leg,musculoskeletal,no
45601669,Osteitis deformans of right ankle and foot,musculoskeletal,no
45577466,Osteitis deformans of left ankle and foot,musculoskeletal,no
45567781,Osteitis deformans of unspecified ankle and foot,musculoskeletal,no
42619092,Osteitis deformans of other bones,musculoskeletal,no
45577467,Osteitis deformans of other bones,musculoskeletal,no
42619093,Osteitis deformans of multiple sites,musculoskeletal,no
45596801,Osteitis deformans of multiple sites,musculoskeletal,no
45606436,Osteitis deformans of unspecified bone,musculoskeletal,no
35209113,Osteitis deformans of unspecified bone,musculoskeletal,no
42619104,"Algoneurodystrophy, unspecified site",musculoskeletal,no
45592067,"Algoneurodystrophy, unspecified site",musculoskeletal,no
45543801,"Algoneurodystrophy, right shoulder",musculoskeletal,no
45596802,"Algoneurodystrophy, left shoulder",musculoskeletal,no
45601670,"Algoneurodystrophy, unspecified shoulder",musculoskeletal,no
45534064,"Algoneurodystrophy, right upper arm",musculoskeletal,no
45567782,"Algoneurodystrophy, left upper arm",musculoskeletal,no
45601671,"Algoneurodystrophy, unspecified upper arm",musculoskeletal,no
45538985,"Algoneurodystrophy, right forearm",musculoskeletal,no
45582342,"Algoneurodystrophy, left forearm",musculoskeletal,no
45553392,"Algoneurodystrophy, unspecified forearm",musculoskeletal,no
45587193,"Algoneurodystrophy, right hand",musculoskeletal,no
45567783,"Algoneurodystrophy, left hand",musculoskeletal,no
45592068,"Algoneurodystrophy, unspecified hand",musculoskeletal,no
45601672,"Algoneurodystrophy, right thigh",musculoskeletal,no
45538986,"Algoneurodystrophy, left thigh",musculoskeletal,no
45596803,"Algoneurodystrophy, unspecified thigh",musculoskeletal,no
45572657,"Algoneurodystrophy, right lower leg",musculoskeletal,no
45562961,"Algoneurodystrophy, left lower leg",musculoskeletal,no
45553393,"Algoneurodystrophy, unspecified lower leg",musculoskeletal,no
45567784,"Algoneurodystrophy, right ankle and foot",musculoskeletal,no
45582343,"Algoneurodystrophy, left ankle and foot",musculoskeletal,no
45582344,"Algoneurodystrophy, unspecified ankle and foot",musculoskeletal,no
42619112,"Algoneurodystrophy, other site",musculoskeletal,no
45592069,"Algoneurodystrophy, other site",musculoskeletal,no
42619113,"Algoneurodystrophy, multiple sites",musculoskeletal,no
45548605,"Algoneurodystrophy, multiple sites",musculoskeletal,no
42619142,"Other hypertrophic osteoarthropathy, unspecified site",musculoskeletal,no
45534073,"Other hypertrophic osteoarthropathy, unspecified site",musculoskeletal,no
45558095,"Other hypertrophic osteoarthropathy, right shoulder",musculoskeletal,no
45572667,"Other hypertrophic osteoarthropathy, left shoulder",musculoskeletal,no
45548612,"Other hypertrophic osteoarthropathy, unspecified shoulder",musculoskeletal,no
45577474,"Other hypertrophic osteoarthropathy, right upper arm",musculoskeletal,no
45534074,"Other hypertrophic osteoarthropathy, left upper arm",musculoskeletal,no
45558096,"Other hypertrophic osteoarthropathy, unspecified upper arm",musculoskeletal,no
45543806,"Other hypertrophic osteoarthropathy, right forearm",musculoskeletal,no
45543807,"Other hypertrophic osteoarthropathy, left forearm",musculoskeletal,no
45582350,"Other hypertrophic osteoarthropathy, unspecified forearm",musculoskeletal,no
45538994,"Other hypertrophic osteoarthropathy, right hand",musculoskeletal,no
45543808,"Other hypertrophic osteoarthropathy, left hand",musculoskeletal,no
45577475,"Other hypertrophic osteoarthropathy, unspecified hand",musculoskeletal,no
45592079,"Other hypertrophic osteoarthropathy, right thigh",musculoskeletal,no
45592080,"Other hypertrophic osteoarthropathy, left thigh",musculoskeletal,no
45562966,"Other hypertrophic osteoarthropathy, unspecified thigh",musculoskeletal,no
45553398,"Other hypertrophic osteoarthropathy, right lower leg",musculoskeletal,no
45553399,"Other hypertrophic osteoarthropathy, left lower leg",musculoskeletal,no
45572668,"Other hypertrophic osteoarthropathy, unspecified lower leg",musculoskeletal,no
45582351,"Other hypertrophic osteoarthropathy, right ankle and foot",musculoskeletal,no
45592081,"Other hypertrophic osteoarthropathy, left ankle and foot",musculoskeletal,no
45543809,"Other hypertrophic osteoarthropathy, unspecified ankle and foot",musculoskeletal,no
42619150,"Other hypertrophic osteoarthropathy, other site",musculoskeletal,no
45587198,"Other hypertrophic osteoarthropathy, other site",musculoskeletal,no
42619151,"Other hypertrophic osteoarthropathy, multiple sites",musculoskeletal,no
45534075,"Other hypertrophic osteoarthropathy, multiple sites",musculoskeletal,no
45572673,"Major osseous defect, right shoulder region",musculoskeletal,no
45572673,"Major osseous defect, right shoulder region",musculoskeletal,no
45567790,"Major osseous defect, left shoulder region",musculoskeletal,no
45567790,"Major osseous defect, left shoulder region",musculoskeletal,no
45543813,"Major osseous defect, unspecified shoulder region",musculoskeletal,no
45543813,"Major osseous defect, unspecified shoulder region",musculoskeletal,no
45558101,"Major osseous defect, right humerus",musculoskeletal,no
45592085,"Major osseous defect, left humerus",musculoskeletal,no
45543814,"Major osseous defect, unspecified humerus",musculoskeletal,no
45587203,"Major osseous defect, right forearm",musculoskeletal,no
45587203,"Major osseous defect, right forearm",musculoskeletal,no
45567791,"Major osseous defect, left forearm",musculoskeletal,no
45567791,"Major osseous defect, left forearm",musculoskeletal,no
45543815,"Major osseous defect, unspecified forearm",musculoskeletal,no
45543815,"Major osseous defect, unspecified forearm",musculoskeletal,no
45577480,"Major osseous defect, right hand",musculoskeletal,no
45577480,"Major osseous defect, right hand",musculoskeletal,no
45592086,"Major osseous defect, left hand",musculoskeletal,no
45592086,"Major osseous defect, left hand",musculoskeletal,no
45558102,"Major osseous defect, unspecified hand",musculoskeletal,no
45558102,"Major osseous defect, unspecified hand",musculoskeletal,no
45582356,"Major osseous defect, right pelvic region and thigh",musculoskeletal,no
45587204,"Major osseous defect, left pelvic region and thigh",musculoskeletal,no
45562969,"Major osseous defect, unspecified pelvic region and thigh",musculoskeletal,no
45587205,"Major osseous defect, right lower leg",musculoskeletal,no
45587205,"Major osseous defect, right lower leg",musculoskeletal,no
45558103,"Major osseous defect, left lower leg",musculoskeletal,no
45558103,"Major osseous defect, left lower leg",musculoskeletal,no
45558104,"Major osseous defect, unspecified lower leg",musculoskeletal,no
45558104,"Major osseous defect, unspecified lower leg",musculoskeletal,no
45558105,"Major osseous defect, right ankle and foot",musculoskeletal,no
45596814,"Major osseous defect, left ankle and foot",musculoskeletal,no
45553402,"Major osseous defect, unspecified ankle and foot",musculoskeletal,no
45567792,"Major osseous defect, other site",musculoskeletal,no
45543816,"Major osseous defect, multiple sites",musculoskeletal,no
42619248,"Osteitis deformans in neoplastic diseases, unspecified site",musculoskeletal,yes
45562976,"Osteitis deformans in neoplastic diseases, unspecified site",musculoskeletal,yes
45592092,"Osteitis deformans in neoplastic diseases, right shoulder",musculoskeletal,yes
45534079,"Osteitis deformans in neoplastic diseases, left shoulder",musculoskeletal,yes
45548622,"Osteopathy in diseases classified elsewhere, left hand",musculoskeletal,no
45534080,"Osteitis deformans in neoplastic diseases, unspecified shoulder",musculoskeletal,yes
45539001,"Osteitis deformans in neoplastic diseases, right upper arm",musculoskeletal,yes
45558107,"Osteitis deformans in neoplastic diseases, left upper arm",musculoskeletal,yes
45592093,"Osteitis deformans in neoplastic diseases, unspecified upper arm",musculoskeletal,yes
45582359,"Osteitis deformans in neoplastic diseases, right forearm",musculoskeletal,yes
45592094,"Osteitis deformans in neoplastic diseases, left forearm",musculoskeletal,yes
45562977,"Osteitis deformans in neoplastic diseases, unspecified forearm",musculoskeletal,yes
45539002,"Osteitis deformans in neoplastic diseases, right hand",musculoskeletal,yes
45587207,"Osteitis deformans in neoplastic diseases, left hand",musculoskeletal,yes
45592095,"Osteitis deformans in neoplastic diseases, unspecified hand",musculoskeletal,yes
45534081,"Osteitis deformans in neoplastic diseases, right thigh",musculoskeletal,yes
45587208,"Osteitis deformans in neoplastic diseases, left thigh",musculoskeletal,yes
45601687,"Osteitis deformans in neoplastic diseases, unspecified thigh",musculoskeletal,yes
45543821,"Osteitis deformans in neoplastic diseases, right lower leg",musculoskeletal,yes
45572678,"Osteitis deformans in neoplastic diseases, left lower leg",musculoskeletal,yes
45562978,"Osteitis deformans in neoplastic diseases, unspecified lower leg",musculoskeletal,yes
45562979,"Osteitis deformans in neoplastic diseases, right ankle and foot",musculoskeletal,yes
45601688,"Osteitis deformans in neoplastic diseases, left ankle and foot",musculoskeletal,yes
45582360,"Osteitis deformans in neoplastic diseases, unspecified ankle and foot",musculoskeletal,yes
42619255,"Osteitis deformans in neoplastic diseases, other site",musculoskeletal,yes
45567797,"Osteitis deformans in neoplastic diseases, other site",musculoskeletal,yes
42619256,"Osteitis deformans in neoplastic diseases, multiple sites",musculoskeletal,yes
45592096,"Osteitis deformans in neoplastic diseases, multiple sites",musculoskeletal,yes
42619267,"Osteopathy in diseases classified elsewhere, unspecified site",musculoskeletal,no
45548620,"Osteopathy in diseases classified elsewhere, unspecified site",musculoskeletal,no
45582361,"Osteopathy in diseases classified elsewhere, right shoulder",musculoskeletal,no
45582361,"Osteopathy in diseases classified elsewhere, right shoulder",musculoskeletal,no
45596818,"Osteopathy in diseases classified elsewhere, left shoulder",musculoskeletal,no
45596818,"Osteopathy in diseases classified elsewhere, left shoulder",musculoskeletal,no
45606449,"Osteopathy in diseases classified elsewhere, unspecified shoulder",musculoskeletal,no
45606449,"Osteopathy in diseases classified elsewhere, unspecified shoulder",musculoskeletal,no
45592097,"Osteopathy in diseases classified elsewhere, right upper arm",musculoskeletal,no
45592097,"Osteopathy in diseases classified elsewhere, right upper arm",musculoskeletal,no
45553404,"Osteopathy in diseases classified elsewhere, left upper arm",musculoskeletal,no
45553404,"Osteopathy in diseases classified elsewhere, left upper arm",musculoskeletal,no
45548621,"Osteopathy in diseases classified elsewhere, unspecified upper arm",musculoskeletal,no
45548621,"Osteopathy in diseases classified elsewhere, unspecified upper arm",musculoskeletal,no
45606450,"Osteopathy in diseases classified elsewhere, right forearm",musculoskeletal,no
45606450,"Osteopathy in diseases classified elsewhere, right forearm",musculoskeletal,no
45587209,"Osteopathy in diseases classified elsewhere, left forearm",musculoskeletal,no
45587209,"Osteopathy in diseases classified elsewhere, left forearm",musculoskeletal,no
45606451,"Osteopathy in diseases classified elsewhere, unspecified forearm",musculoskeletal,no
45606451,"Osteopathy in diseases classified elsewhere, unspecified forearm",musculoskeletal,no
45558108,"Osteopathy in diseases classified elsewhere, right hand",musculoskeletal,no
45558108,"Osteopathy in diseases classified elsewhere, right hand",musculoskeletal,no
45548622,"Osteopathy in diseases classified elsewhere, left hand",musculoskeletal,no
45567798,"Osteopathy in diseases classified elsewhere, unspecified hand",musculoskeletal,no
45567798,"Osteopathy in diseases classified elsewhere, unspecified hand",musculoskeletal,no
45534082,"Osteopathy in diseases classified elsewhere, right thigh",musculoskeletal,no
45534082,"Osteopathy in diseases classified elsewhere, right thigh",musculoskeletal,no
45543822,"Osteopathy in diseases classified elsewhere, left thigh",musculoskeletal,no
45543822,"Osteopathy in diseases classified elsewhere, left thigh",musculoskeletal,no
45577482,"Osteopathy in diseases classified elsewhere, unspecified thigh",musculoskeletal,no
45577482,"Osteopathy in diseases classified elsewhere, unspecified thigh",musculoskeletal,no
45558109,"Osteopathy in diseases classified elsewhere, right lower leg",musculoskeletal,no
45558109,"Osteopathy in diseases classified elsewhere, right lower leg",musculoskeletal,no
45558110,"Osteopathy in diseases classified elsewhere, left lower leg",musculoskeletal,no
45558110,"Osteopathy in diseases classified elsewhere, left lower leg",musculoskeletal,no
45606452,"Osteopathy in diseases classified elsewhere, unspecified lower leg",musculoskeletal,no
45606452,"Osteopathy in diseases classified elsewhere, unspecified lower leg",musculoskeletal,no
45601690,"Osteopathy in diseases classified elsewhere, right ankle and foot",musculoskeletal,no
45562980,"Osteopathy in diseases classified elsewhere, left ankle and foot",musculoskeletal,no
45534083,"Osteopathy in diseases classified elsewhere, unspecified ankle and foot",musculoskeletal,no
42619274,"Osteopathy in diseases classified elsewhere, other site",musculoskeletal,no
45587210,"Osteopathy in diseases classified elsewhere, other site",musculoskeletal,no
42619275,"Osteopathy in diseases classified elsewhere, multiple sites",musculoskeletal,no
45582362,"Osteopathy in diseases classified elsewhere, multiple sites",musculoskeletal,no
45553405,"Other juvenile osteochondrosis of hip and pelvis, unspecified leg",musculoskeletal,no
45596820,"Other juvenile osteochondrosis of hip and pelvis, right leg",musculoskeletal,no
45548625,"Other juvenile osteochondrosis of hip and pelvis, left leg",musculoskeletal,no
45601703,Acquired deformity of pelvis,musculoskeletal,no
35209146,Acquired deformity of pelvis,musculoskeletal,no
45592130,Vesicointestinal fistula,renal,no
45539019,"Postlaminectomy syndrome, not elsewhere classified",musculoskeletal,no
35209150,"Postlaminectomy syndrome, not elsewhere classified",musculoskeletal,no
45553426,Other biomechanical lesions of head region,musculoskeletal,no
35209163,Other biomechanical lesions of head region,musculoskeletal,no
45567817,Other biomechanical lesions of cervical region,musculoskeletal,no
45534113,Other biomechanical lesions of thoracic region,musculoskeletal,no
45567818,Other biomechanical lesions of lumbar region,musculoskeletal,no
45558131,Other biomechanical lesions of sacral region,musculoskeletal,no
45596844,Other biomechanical lesions of pelvic region,musculoskeletal,no
45601711,Other biomechanical lesions of lower extremity,musculoskeletal,no
45587232,Other biomechanical lesions of upper extremity,musculoskeletal,no
45596845,Other biomechanical lesions of rib cage,musculoskeletal,no
45577506,Other biomechanical lesions of abdomen and other regio,musculoskeletal,no
