concept_id,concept_name,concept_code,vocabulary_id,cluster
35207129,Undifferentiated schizophrenia,F20.3,ICD10CM,mental_health
35207130,Residual schizophrenia,F20.5,ICD10CM,mental_health
1568207,Other schizophrenia,F20.8,ICD10CM,mental_health
45562038,Schizophreniform disorder,F20.81,ICD10CM,mental_health
45547696,Other schizophrenia,F20.89,ICD10CM,mental_health
35207131,"Schizophrenia, unspecified",F20.9,ICD10CM,mental_health
35207132,Schizotypal disorder,F21,ICD10CM,mental_health
35207133,Delusional disorders,F22,ICD10CM,mental_health
35207134,Brief psychotic disorder,F23,ICD10CM,mental_health
35207135,Shared psychotic disorder,F24,ICD10CM,mental_health
1568208,Schizoaffective disorders,F25,ICD10CM,mental_health
35207136,"Schizoaffective disorder, bipolar type",F25.0,ICD10CM,mental_health
35207137,"Schizoaffective disorder, depressive type",F25.1,ICD10CM,mental_health
35207138,Other schizoaffective disorders,F25.8,ICD10CM,mental_health
35207140,Other psychotic disorder not due to a substance or known physiological condition,F28,ICD10CM,mental_health
35207141,Unspecified psychosis not due to a substance or known physiological condition,F29,ICD10CM,mental_health
1568209,Manic episode,F30,ICD10CM,mental_health
1568210,Manic episode without psychotic symptoms,F30.1,ICD10CM,mental_health
45542838,"Manic episode without psychotic symptoms, unspecified",F30.10,ICD10CM,mental_health
45595901,"Manic episode without psychotic symptoms, mild",F30.11,ICD10CM,mental_health
45586235,"Manic episode without psychotic symptoms, moderate",F30.12,ICD10CM,mental_health
45581455,"Manic episode, severe, without psychotic symptoms",F30.13,ICD10CM,mental_health
35207142,"Manic episode, severe with psychotic symptoms",F30.2,ICD10CM,mental_health
45542839,Manic episode in partial remission,F30.3,ICD10CM,mental_health
45557200,Manic episode in full remission,F30.4,ICD10CM,mental_health
35207143,Other manic episodes,F30.8,ICD10CM,mental_health
35207144,"Manic episode, unspecified",F30.9,ICD10CM,mental_health
35207148,"Bipolar disorder, current episode depressed, severe, with psychotic features",F31.5,ICD10CM,mental_health
1568217,Depressive episode,F32,ICD10CM,mental_health
35207150,"Major depressive disorder, single episode, mild",F32.0,ICD10CM,mental_health
35207151,"Major depressive disorder, single episode, moderate",F32.1,ICD10CM,mental_health
35207152,"Major depressive disorder, single episode, severe without psychotic features",F32.2,ICD10CM,mental_health
35207153,"Major depressive disorder, single episode, severe with psychotic features",F32.3,ICD10CM,mental_health
45576541,"Major depressive disorder, single episode, in partial remission",F32.4,ICD10CM,mental_health
45547704,"Major depressive disorder, single episode, in full remission",F32.5,ICD10CM,mental_health
35207154,Other depressive episodes,F32.8,ICD10CM,mental_health
37200319,Premenstrual dysphoric disorder,F32.81,ICD10CM,mental_health
37200320,Other specified depressive episodes,F32.89,ICD10CM,mental_health
35207155,"Major depressive disorder, single episode, unspecified",F32.9,ICD10CM,mental_health
766349,"Depression, unspecified",F32.A,ICD10CM,mental_health
1568218,"Major depressive disorder, recurrent",F33,ICD10CM,mental_health
35207156,"Major depressive disorder, recurrent, mild",F33.0,ICD10CM,mental_health
35207157,"Major depressive disorder, recurrent, moderate",F33.1,ICD10CM,mental_health
35207158,"Major depressive disorder, recurrent severe without psychotic features",F33.2,ICD10CM,mental_health
35207159,"Major depressive disorder, recurrent, severe with psychotic symptoms",F33.3,ICD10CM,mental_health
1568219,"Major depressive disorder, recurrent, in remission",F33.4,ICD10CM,mental_health
45547706,"Major depressive disorder, recurrent, in remission, unspecified",F33.40,ICD10CM,mental_health
45552479,"Major depressive disorder, recurrent, in partial remission",F33.41,ICD10CM,mental_health
45571761,"Major depressive disorder, recurrent, in full remission",F33.42,ICD10CM,mental_health
35207160,Other recurrent depressive disorders,F33.8,ICD10CM,mental_health
35207161,"Major depressive disorder, recurrent, unspecified",F33.9,ICD10CM,mental_health
1568220,Persistent mood [affective] disorders,F34,ICD10CM,mental_health
35207162,Cyclothymic disorder,F34.0,ICD10CM,mental_health
35207163,Dysthymic disorder,F34.1,ICD10CM,mental_health
35207164,Other persistent mood [affective] disorders,F34.8,ICD10CM,mental_health
37200321,Disruptive mood dysregulation disorder,F34.81,ICD10CM,mental_health
37200322,Other specified persistent mood disorders,F34.89,ICD10CM,mental_health
35207165,"Persistent mood [affective] disorder, unspecified",F34.9,ICD10CM,mental_health
35207166,Unspecified mood [affective] disorder,F39,ICD10CM,mental_health
1568221,Phobic anxiety disorders,F40,ICD10CM,mental_health
1568222,Agoraphobia,F40.0,ICD10CM,mental_health
45552480,"Agoraphobia, unspecified",F40.00,ICD10CM,mental_health
45581459,Agoraphobia with panic disorder,F40.01,ICD10CM,mental_health
45542847,Agoraphobia without panic disorder,F40.02,ICD10CM,mental_health
1568223,Social phobias,F40.1,ICD10CM,mental_health
45557205,"Social phobia, unspecified",F40.10,ICD10CM,mental_health
45600742,"Social phobia, generalized",F40.11,ICD10CM,mental_health
1568224,Specific (isolated) phobias,F40.2,ICD10CM,mental_health
1568225,Animal type phobia,F40.21,ICD10CM,mental_health
45562045,Arachnophobia,F40.210,ICD10CM,mental_health
45586241,Other animal type phobia,F40.218,ICD10CM,mental_health
1568226,Natural environment type phobia,F40.22,ICD10CM,mental_health
45533102,Fear of thunderstorms,F40.220,ICD10CM,mental_health
45566843,Other natural environment type phobia,F40.228,ICD10CM,mental_health
1568227,"Blood, injection, injury type phobia",F40.23,ICD10CM,mental_health
45600743,Fear of blood,F40.230,ICD10CM,mental_health
45562046,Fear of injections and transfusions,F40.231,ICD10CM,mental_health
45600744,Fear of other medical care,F40.232,ICD10CM,mental_health
45571762,Fear of injury,F40.233,ICD10CM,mental_health
1568228,Situational type phobia,F40.24,ICD10CM,mental_health
45576544,Claustrophobia,F40.240,ICD10CM,mental_health
45566844,Acrophobia,F40.241,ICD10CM,mental_health
45533103,Fear of bridges,F40.242,ICD10CM,mental_health
45538067,Fear of flying,F40.243,ICD10CM,mental_health
45538068,Other situational type phobia,F40.248,ICD10CM,mental_health
1568229,Other specified phobia,F40.29,ICD10CM,mental_health
45552481,Androphobia,F40.290,ICD10CM,mental_health
45586242,Gynephobia,F40.291,ICD10CM,mental_health
45533104,Other specified phobia,F40.298,ICD10CM,mental_health
35207167,Other phobic anxiety disorders,F40.8,ICD10CM,mental_health
35207168,"Phobic anxiety disorder, unspecified",F40.9,ICD10CM,mental_health
1568230,Other anxiety disorders,F41,ICD10CM,mental_health
35207169,Panic disorder [episodic paroxysmal anxiety],F41.0,ICD10CM,mental_health
35207170,Generalized anxiety disorder,F41.1,ICD10CM,mental_health
35207171,Other mixed anxiety disorders,F41.3,ICD10CM,mental_health
35207172,Other specified anxiety disorders,F41.8,ICD10CM,mental_health
35207173,"Anxiety disorder, unspecified",F41.9,ICD10CM,mental_health
35207174,Obsessive-compulsive disorder,F42,ICD10CM,mental_health
37200323,Mixed obsessional thoughts and acts,F42.2,ICD10CM,mental_health
37200324,Hoarding disorder,F42.3,ICD10CM,mental_health
37200325,Excoriation (skin-picking) disorder,F42.4,ICD10CM,mental_health
37200326,Other obsessive-compulsive disorder,F42.8,ICD10CM,mental_health
37200327,"Obsessive-compulsive disorder, unspecified",F42.9,ICD10CM,mental_health
1568231,"Reaction to severe stress, and adjustment disorders",F43,ICD10CM,mental_health
35207175,Acute stress reaction,F43.0,ICD10CM,mental_health
1568232,Post-traumatic stress disorder (PTSD),F43.1,ICD10CM,mental_health
45600746,"Post-traumatic stress disorder, unspecified",F43.10,ICD10CM,mental_health
45576545,"Post-traumatic stress disorder, acute",F43.11,ICD10CM,mental_health
45586243,"Post-traumatic stress disorder, chronic",F43.12,ICD10CM,mental_health
1568233,Adjustment disorders,F43.2,ICD10CM,mental_health
45576546,"Adjustment disorder, unspecified",F43.20,ICD10CM,mental_health
45581461,Adjustment disorder with depressed mood,F43.21,ICD10CM,mental_health
45547707,Adjustment disorder with anxiety,F43.22,ICD10CM,mental_health
45538069,Adjustment disorder with mixed anxiety and depressed mood,F43.23,ICD10CM,mental_health
45600747,Adjustment disorder with disturbance of conduct,F43.24,ICD10CM,mental_health
45547708,Adjustment disorder with mixed disturbance of emotions and conduct,F43.25,ICD10CM,mental_health
45576547,Adjustment disorder with other symptoms,F43.29,ICD10CM,mental_health
35207176,Other reactions to severe stress,F43.8,ICD10CM,mental_health
35207177,"Reaction to severe stress, unspecified",F43.9,ICD10CM,mental_health
1568234,Dissociative and conversion disorders,F44,ICD10CM,mental_health
35207178,Dissociative amnesia,F44.0,ICD10CM,mental_health
35207179,Dissociative fugue,F44.1,ICD10CM,mental_health
35207180,Dissociative stupor,F44.2,ICD10CM,mental_health
35207181,Conversion disorder with motor symptom or deficit,F44.4,ICD10CM,mental_health
35207182,Conversion disorder with seizures or convulsions,F44.5,ICD10CM,mental_health
35207183,Conversion disorder with sensory symptom or deficit,F44.6,ICD10CM,mental_health
35207184,Conversion disorder with mixed symptom presentation,F44.7,ICD10CM,mental_health
1568235,Other dissociative and conversion disorders,F44.8,ICD10CM,mental_health
45557208,Dissociative identity disorder,F44.81,ICD10CM,mental_health
45595910,Other dissociative and conversion disorders,F44.89,ICD10CM,mental_health
35207185,"Dissociative and conversion disorder, unspecified",F44.9,ICD10CM,mental_health
1568236,Somatoform disorders,F45,ICD10CM,mental_health
35207186,Somatization disorder,F45.0,ICD10CM,mental_health
35207187,Undifferentiated somatoform disorder,F45.1,ICD10CM,mental_health
1568237,Hypochondriacal disorders,F45.2,ICD10CM,mental_health
45533110,"Hypochondriacal disorder, unspecified",F45.20,ICD10CM,mental_health
45566846,Hypochondriasis,F45.21,ICD10CM,mental_health
45533111,Body dysmorphic disorder,F45.22,ICD10CM,mental_health
45600749,Other hypochondriacal disorders,F45.29,ICD10CM,mental_health
1568238,Pain disorders related to psychological factors,F45.4,ICD10CM,mental_health
45547711,Pain disorder exclusively related to psychological factors,F45.41,ICD10CM,mental_health
45542852,Pain disorder with related psychological factors,F45.42,ICD10CM,mental_health
35207188,Other somatoform disorders,F45.8,ICD10CM,mental_health
35207189,"Somatoform disorder, unspecified",F45.9,ICD10CM,mental_health
1568239,Other nonpsychotic mental disorders,F48,ICD10CM,mental_health
35207190,Depersonalization-derealization syndrome,F48.1,ICD10CM,mental_health
45552489,Pseudobulbar affect,F48.2,ICD10CM,mental_health
35207191,Other specified nonpsychotic mental disorders,F48.8,ICD10CM,mental_health
35207192,"Nonpsychotic mental disorder, unspecified",F48.9,ICD10CM,mental_health
1568240,Eating disorders,F50,ICD10CM,mental_health
1568241,Anorexia nervosa,F50.0,ICD10CM,mental_health
45581463,"Anorexia nervosa, unspecified",F50.00,ICD10CM,mental_health
45552490,"Anorexia nervosa, restricting type",F50.01,ICD10CM,mental_health
45605500,"Anorexia nervosa, binge eating/purging type",F50.02,ICD10CM,mental_health
35207193,Bulimia nervosa,F50.2,ICD10CM,mental_health
35207194,Other eating disorders,F50.8,ICD10CM,mental_health
37200328,Binge eating disorder,F50.81,ICD10CM,mental_health
1326506,Avoidant/restrictive food intake disorder,F50.82,ICD10CM,mental_health
37200329,Other specified eating disorder,F50.89,ICD10CM,mental_health
35207195,"Eating disorder, unspecified",F50.9,ICD10CM,mental_health
1568243,Insomnia not due to a substance or known physiological condition,F51.0,ICD10CM,mental_health
45600753,Primary insomnia,F51.01,ICD10CM,mental_health
45566847,Adjustment insomnia,F51.02,ICD10CM,mental_health
45538071,Paradoxical insomnia,F51.03,ICD10CM,mental_health
45562054,Psychophysiologic insomnia,F51.04,ICD10CM,mental_health
45562055,Insomnia due to other mental disorder,F51.05,ICD10CM,mental_health
45566848,Other insomnia not due to a substance or known physiological condition,F51.09,ICD10CM,mental_health
1568244,Hypersomnia not due to a substance or known physiological condition,F51.1,ICD10CM,mental_health
45571766,Primary hypersomnia,F51.11,ICD10CM,mental_health
45595911,Insufficient sleep syndrome,F51.12,ICD10CM,mental_health
45566849,Hypersomnia due to other mental disorder,F51.13,ICD10CM,mental_health
45605502,Other hypersomnia not due to a substance or known physiological condition,F51.19,ICD10CM,mental_health
35207196,Sleepwalking [somnambulism],F51.3,ICD10CM,mental_health
35207197,Sleep terrors [night terrors],F51.4,ICD10CM,mental_health
35207198,Nightmare disorder,F51.5,ICD10CM,mental_health
35207204,Vaginismus not due to a substance or known physiological condition,F52.5,ICD10CM,mental_health
35207205,Dyspareunia not due to a substance or known physiological condition,F52.6,ICD10CM,mental_health
1595539,Postpartum depression,F53.0,ICD10CM,mental_health
1595540,Puerperal psychosis,F53.1,ICD10CM,mental_health
35207209,Psychological and behavioral factors associated with disorders or diseases classified elsewhere,F54,ICD10CM,mental_health
1568249,Specific personality disorders,F60,ICD10CM,mental_health
35207211,Paranoid personality disorder,F60.0,ICD10CM,mental_health
35207212,Schizoid personality disorder,F60.1,ICD10CM,mental_health
35207213,Antisocial personality disorder,F60.2,ICD10CM,mental_health
35207214,Borderline personality disorder,F60.3,ICD10CM,mental_health
35207215,Histrionic personality disorder,F60.4,ICD10CM,mental_health
35207216,Obsessive-compulsive personality disorder,F60.5,ICD10CM,mental_health
35207217,Avoidant personality disorder,F60.6,ICD10CM,mental_health
35207218,Dependent personality disorder,F60.7,ICD10CM,mental_health
1568250,Other specific personality disorders,F60.8,ICD10CM,mental_health
45581467,Narcissistic personality disorder,F60.81,ICD10CM,mental_health
45557214,Other specific personality disorders,F60.89,ICD10CM,mental_health
35207219,"Personality disorder, unspecified",F60.9,ICD10CM,mental_health
1568251,Impulse disorders,F63,ICD10CM,mental_health
35207220,Pathological gambling,F63.0,ICD10CM,mental_health
35207221,Pyromania,F63.1,ICD10CM,mental_health
35207222,Kleptomania,F63.2,ICD10CM,mental_health
35207223,Trichotillomania,F63.3,ICD10CM,mental_health
1568252,Other impulse disorders,F63.8,ICD10CM,mental_health
45605507,Intermittent explosive disorder,F63.81,ICD10CM,mental_health
45605508,Other impulse disorders,F63.89,ICD10CM,mental_health
35207224,"Impulse disorder, unspecified",F63.9,ICD10CM,mental_health
1568258,Factitious disorder imposed on self,F68.1,ICD10CM,mental_health
45586255,"Factitious disorder imposed on self, unspecified",F68.10,ICD10CM,mental_health
45547719,"Factitious disorder imposed on self, with predominantly psychological signs and symptoms",F68.11,ICD10CM,mental_health
45571774,"Factitious disorder imposed on self, with predominantly physical signs and symptoms",F68.12,ICD10CM,mental_health
45562065,"Factitious disorder imposed on self, with combined psychological and physical signs and symptoms",F68.13,ICD10CM,mental_health
35207236,Other specified disorders of adult personality and behavior,F68.8,ICD10CM,mental_health
35207238,Mild intellectual disabilities,F70,ICD10CM,mental_health
35207239,Moderate intellectual disabilities,F71,ICD10CM,mental_health
35207240,Severe intellectual disabilities,F72,ICD10CM,mental_health
35207241,Profound intellectual disabilities,F73,ICD10CM,mental_health
35207242,Other intellectual disabilities,F78,ICD10CM,mental_health
766350,Other genetic related intellectual disabilities,F78.A,ICD10CM,mental_health
766351,SYNGAP1-related intellectual disability,F78.A1,ICD10CM,mental_health
766352,Other genetic related intellectual disability,F78.A9,ICD10CM,mental_health
35207243,Unspecified intellectual disabilities,F79,ICD10CM,mental_health
1568259,Specific developmental disorders of speech and language,F80,ICD10CM,mental_health
35207244,Phonological disorder,F80.0,ICD10CM,mental_health
35207245,Expressive language disorder,F80.1,ICD10CM,mental_health
35207246,Mixed receptive-expressive language disorder,F80.2,ICD10CM,mental_health
35207247,Acquired aphasia with epilepsy [Landau-Kleffner],F80.3,ICD10CM,mental_health
45605514,Speech and language development delay due to hearing loss,F80.4,ICD10CM,mental_health
35207248,Other developmental disorders of speech and language,F80.8,ICD10CM,mental_health
45591155,Childhood onset fluency disorder,F80.81,ICD10CM,mental_health
37200331,Social pragmatic communication disorder,F80.82,ICD10CM,mental_health
45538086,Other developmental disorders of speech and language,F80.89,ICD10CM,mental_health
35207249,"Developmental disorder of speech and language, unspecified",F80.9,ICD10CM,mental_health
1568260,Specific developmental disorders of scholastic skills,F81,ICD10CM,mental_health
35207250,Specific reading disorder,F81.0,ICD10CM,mental_health
35207251,Mathematics disorder,F81.2,ICD10CM,mental_health
1568261,Other developmental disorders of scholastic skills,F81.8,ICD10CM,mental_health
45552504,Disorder of written expression,F81.81,ICD10CM,mental_health
45547723,Other developmental disorders of scholastic skills,F81.89,ICD10CM,mental_health
35207252,"Developmental disorder of scholastic skills, unspecified",F81.9,ICD10CM,mental_health
35207253,Specific developmental disorder of motor function,F82,ICD10CM,mental_health
1568262,Pervasive developmental disorders,F84,ICD10CM,mental_health
35207254,Autistic disorder,F84.0,ICD10CM,mental_health
35207255,Rett's syndrome,F84.2,ICD10CM,mental_health
35207256,Other childhood disintegrative disorder,F84.3,ICD10CM,mental_health
35207257,Asperger's syndrome,F84.5,ICD10CM,mental_health
35207258,Other pervasive developmental disorders,F84.8,ICD10CM,mental_health
35207259,"Pervasive developmental disorder, unspecified",F84.9,ICD10CM,mental_health
1568263,Attention-deficit hyperactivity disorders,F90,ICD10CM,mental_health
35207262,"Attention-deficit hyperactivity disorder, predominantly inattentive type",F90.0,ICD10CM,mental_health
35207263,"Attention-deficit hyperactivity disorder, predominantly hyperactive type",F90.1,ICD10CM,mental_health
45552506,"Attention-deficit hyperactivity disorder, combined type",F90.2,ICD10CM,mental_health
35207264,"Attention-deficit hyperactivity disorder, other type",F90.8,ICD10CM,mental_health
35207265,"Attention-deficit hyperactivity disorder, unspecified type",F90.9,ICD10CM,mental_health
1568264,Conduct disorders,F91,ICD10CM,mental_health
35207266,Conduct disorder confined to family context,F91.0,ICD10CM,mental_health
35207267,"Conduct disorder, childhood-onset type",F91.1,ICD10CM,mental_health
35207268,"Conduct disorder, adolescent-onset type",F91.2,ICD10CM,mental_health
35207269,Oppositional defiant disorder,F91.3,ICD10CM,mental_health
35207270,Other conduct disorders,F91.8,ICD10CM,mental_health
35207271,"Conduct disorder, unspecified",F91.9,ICD10CM,mental_health
35207272,Separation anxiety disorder of childhood,F93.0,ICD10CM,mental_health
1568266,Disorders of social functioning with onset specific to childhood and adolescence,F94,ICD10CM,mental_health
35207275,Selective mutism,F94.0,ICD10CM,mental_health
35207276,Reactive attachment disorder of childhood,F94.1,ICD10CM,mental_health
35207277,Disinhibited attachment disorder of childhood,F94.2,ICD10CM,mental_health
35207278,Other childhood disorders of social functioning,F94.8,ICD10CM,mental_health
35207279,"Childhood disorder of social functioning, unspecified",F94.9,ICD10CM,mental_health
1568267,Tic disorder,F95,ICD10CM,mental_health
35207280,Transient tic disorder,F95.0,ICD10CM,mental_health
35207281,Chronic motor or vocal tic disorder,F95.1,ICD10CM,mental_health
35207282,Tourette's disorder,F95.2,ICD10CM,mental_health
35207283,Other tic disorders,F95.8,ICD10CM,mental_health
35207284,"Tic disorder, unspecified",F95.9,ICD10CM,mental_health
1568268,Other behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F98,ICD10CM,mental_health
35207285,Enuresis not due to a substance or known physiological condition,F98.0,ICD10CM,mental_health
35207286,Encopresis not due to a substance or known physiological condition,F98.1,ICD10CM,mental_health
1568269,Other feeding disorders of infancy and childhood,F98.2,ICD10CM,mental_health
45542873,Rumination disorder of infancy,F98.21,ICD10CM,mental_health
45586267,Other feeding disorders of infancy and early childhood,F98.29,ICD10CM,mental_health
35207287,Pica of infancy and childhood,F98.3,ICD10CM,mental_health
35207288,Stereotyped movement disorders,F98.4,ICD10CM,mental_health
35207289,Adult onset fluency disorder,F98.5,ICD10CM,mental_health
35207290,Other specified behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F98.8,ICD10CM,mental_health
35207291,Unspecified behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F98.9,ICD10CM,mental_health
1568273,Acute disseminated encephalitis and encephalomyelitis (ADEM),G04.0,ICD10CM,mental_health
45533127,"Acute disseminated encephalitis and encephalomyelitis, unspecified",G04.00,ICD10CM,mental_health
45566859,Postinfectious acute disseminated encephalitis and encephalomyelitis (postinfectious ADEM),G04.01,ICD10CM,mental_health
45586270,"Postimmunization acute disseminated encephalitis, myelitis and encephalomyelitis",G04.02,ICD10CM,mental_health
35207332,Postencephalitic parkinsonism,G21.3,ICD10CM,mental_health
1568352,Tension-type headache,G44.2,ICD10CM,mental_health
1568353,"Tension-type headache, unspecified",G44.20,ICD10CM,mental_health
45542889,"Tension-type headache, unspecified, intractable",G44.201,ICD10CM,mental_health
45547738,"Tension-type headache, unspecified, not intractable",G44.209,ICD10CM,mental_health
45547739,Episodic tension-type headache,G44.21,ICD10CM,mental_health
45566880,"Episodic tension-type headache, intractable",G44.211,ICD10CM,mental_health
45566881,"Episodic tension-type headache, not intractable",G44.219,ICD10CM,mental_health
45562091,Chronic tension-type headache,G44.22,ICD10CM,mental_health
45605553,"Chronic tension-type headache, intractable",G44.221,ICD10CM,mental_health
45542890,"Chronic tension-type headache, not intractable",G44.229,ICD10CM,mental_health
1568367,Narcolepsy and cataplexy,G47.4,ICD10CM,mental_health
45538123,Narcolepsy,G47.41,ICD10CM,mental_health
45586297,Narcolepsy with cataplexy,G47.411,ICD10CM,mental_health
45605559,Narcolepsy without cataplexy,G47.419,ICD10CM,mental_health
1568368,Narcolepsy in conditions classified elsewhere,G47.42,ICD10CM,mental_health
45576592,Narcolepsy in conditions classified elsewhere with cataplexy,G47.421,ICD10CM,mental_health
45547744,Narcolepsy in conditions classified elsewhere without cataplexy,G47.429,ICD10CM,mental_health
35208716,Factitial dermatitis,L98.1,ICD10CM,mental_health
45538616,Direct infection of right knee in infectious and parasitic diseases classified elsewhere,M01.X61,ICD10CM,mental_health
45591677,Direct infection of left knee in infectious and parasitic diseases classified elsewhere,M01.X62,ICD10CM,mental_health
45596416,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere,M01.X69,ICD10CM,mental_health
45572317,Direct infection of right ankle and foot in infectious and parasitic diseases classified elsewhere,M01.X71,ICD10CM,mental_health
45577082,Direct infection of left ankle and foot in infectious and parasitic diseases classified elsewhere,M01.X72,ICD10CM,mental_health
45606033,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere,M01.X79,ICD10CM,mental_health
1572233,"Somnolence, stupor and coma",R40,ICD10CM,mental_health
35211344,Somnolence,R40.0,ICD10CM,mental_health
35211345,Stupor,R40.1,ICD10CM,mental_health
1572234,Coma,R40.2,ICD10CM,mental_health
45606806,Unspecified coma,R40.20,ICD10CM,mental_health
1572235,"Coma scale, eyes open",R40.21,ICD10CM,mental_health
10165,"Coma scale, eyes open, never",R40.211,ICD10CM,mental_health
45597179,"Coma scale, eyes open, never, unspecified time",R40.2110,ICD10CM,mental_health
45558464,"Coma scale, eyes open, never, in the field [EMT or ambulance]",R40.2111,ICD10CM,mental_health
45568127,"Coma scale, eyes open, never, at arrival to emergency department",R40.2112,ICD10CM,mental_health
45539333,"Coma scale, eyes open, never, at hospital admission",R40.2113,ICD10CM,mental_health
45539334,"Coma scale, eyes open, never, 24 hours or more after hospital admission",R40.2114,ICD10CM,mental_health
10166,"Coma scale, eyes open, to pain",R40.212,ICD10CM,mental_health
45592417,"Coma scale, eyes open, to pain, unspecified time",R40.2120,ICD10CM,mental_health
45539335,"Coma scale, eyes open, to pain, in the field [EMT or ambulance]",R40.2121,ICD10CM,mental_health
45534444,"Coma scale, eyes open, to pain, at arrival to emergency department",R40.2122,ICD10CM,mental_health
45553731,"Coma scale, eyes open, to pain, at hospital admission",R40.2123,ICD10CM,mental_health
45582705,"Coma scale, eyes open, to pain, 24 hours or more after hospital admission",R40.2124,ICD10CM,mental_health
10167,"Coma scale, eyes open, to sound",R40.213,ICD10CM,mental_health
45558465,"Coma scale, eyes open, to sound, unspecified time",R40.2130,ICD10CM,mental_health
45568128,"Coma scale, eyes open, to sound, in the field [EMT or ambulance]",R40.2131,ICD10CM,mental_health
45553732,"Coma scale, eyes open, to sound, at arrival to emergency department",R40.2132,ICD10CM,mental_health
45587512,"Coma scale, eyes open, to sound, at hospital admission",R40.2133,ICD10CM,mental_health
45539336,"Coma scale, eyes open, to sound, 24 hours or more after hospital admission",R40.2134,ICD10CM,mental_health
10168,"Coma scale, eyes open, spontaneous",R40.214,ICD10CM,mental_health
45534445,"Coma scale, eyes open, spontaneous, unspecified time",R40.2140,ICD10CM,mental_health
45548963,"Coma scale, eyes open, spontaneous, in the field [EMT or ambulance]",R40.2141,ICD10CM,mental_health
45539337,"Coma scale, eyes open, spontaneous, at arrival to emergency department",R40.2142,ICD10CM,mental_health
45568129,"Coma scale, eyes open, spontaneous, at hospital admission",R40.2143,ICD10CM,mental_health
45534446,"Coma scale, eyes open, spontaneous, 24 hours or more after hospital admission",R40.2144,ICD10CM,mental_health
1572236,"Coma scale, best verbal response",R40.22,ICD10CM,mental_health
10169,"Coma scale, best verbal response, none",R40.221,ICD10CM,mental_health
45587513,"Coma scale, best verbal response, none, unspecified time",R40.2210,ICD10CM,mental_health
45534447,"Coma scale, best verbal response, none, in the field [EMT or ambulance]",R40.2211,ICD10CM,mental_health
45548964,"Coma scale, best verbal response, none, at arrival to emergency department",R40.2212,ICD10CM,mental_health
45606807,"Coma scale, best verbal response, none, at hospital admission",R40.2213,ICD10CM,mental_health
45602021,"Coma scale, best verbal response, none, 24 hours or more after hospital admission",R40.2214,ICD10CM,mental_health
10170,"Coma scale, best verbal response, incomprehensible words",R40.222,ICD10CM,mental_health
45606808,"Coma scale, best verbal response, incomprehensible words, unspecified time",R40.2220,ICD10CM,mental_health
45539338,"Coma scale, best verbal response, incomprehensible words, in the field [EMT or ambulance]",R40.2221,ICD10CM,mental_health
45548965,"Coma scale, best verbal response, incomprehensible words, at arrival to emergency department",R40.2222,ICD10CM,mental_health
45606809,"Coma scale, best verbal response, incomprehensible words, at hospital admission",R40.2223,ICD10CM,mental_health
45597180,"Coma scale, best verbal response, incomprehensible words, 24 hours or more after hospital admission",R40.2224,ICD10CM,mental_health
10171,"Coma scale, best verbal response, inappropriate words",R40.223,ICD10CM,mental_health
45582706,"Coma scale, best verbal response, inappropriate words, unspecified time",R40.2230,ICD10CM,mental_health
45577793,"Coma scale, best verbal response, inappropriate words, in the field [EMT or ambulance]",R40.2231,ICD10CM,mental_health
45539339,"Coma scale, best verbal response, inappropriate words, at arrival to emergency department",R40.2232,ICD10CM,mental_health
45544141,"Coma scale, best verbal response, inappropriate words, at hospital admission",R40.2233,ICD10CM,mental_health
45553733,"Coma scale, best verbal response, inappropriate words, 24 hours or more after hospital admission",R40.2234,ICD10CM,mental_health
10172,"Coma scale, best verbal response, confused conversation",R40.224,ICD10CM,mental_health
45558466,"Coma scale, best verbal response, confused conversation, unspecified time",R40.2240,ICD10CM,mental_health
45597181,"Coma scale, best verbal response, confused conversation, in the field [EMT or ambulance]",R40.2241,ICD10CM,mental_health
45563301,"Coma scale, best verbal response, confused conversation, at arrival to emergency department",R40.2242,ICD10CM,mental_health
45597182,"Coma scale, best verbal response, confused conversation, at hospital admission",R40.2243,ICD10CM,mental_health
45592418,"Coma scale, best verbal response, confused conversation, 24 hours or more after hospital admission",R40.2244,ICD10CM,mental_health
10173,"Coma scale, best verbal response, oriented",R40.225,ICD10CM,mental_health
45558467,"Coma scale, best verbal response, oriented, unspecified time",R40.2250,ICD10CM,mental_health
45587514,"Coma scale, best verbal response, oriented, in the field [EMT or ambulance]",R40.2251,ICD10CM,mental_health
45553734,"Coma scale, best verbal response, oriented, at arrival to emergency department",R40.2252,ICD10CM,mental_health
45606810,"Coma scale, best verbal response, oriented, at hospital admission",R40.2253,ICD10CM,mental_health
45534448,"Coma scale, best verbal response, oriented, 24 hours or more after hospital admission",R40.2254,ICD10CM,mental_health
1572237,"Coma scale, best motor response",R40.23,ICD10CM,mental_health
10174,"Coma scale, best motor response, none",R40.231,ICD10CM,mental_health
45534449,"Coma scale, best motor response, none, unspecified time",R40.2310,ICD10CM,mental_health
45587515,"Coma scale, best motor response, none, in the field [EMT or ambulance]",R40.2311,ICD10CM,mental_health
