"concept_id","concept_code","concept_name","ccsr_cat_code","cluster"
45582176,"M54.16","Radiculopathy, lumbar region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45557902,"M54.17","Radiculopathy, lumbosacral region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45533868,"M54.18","Radiculopathy, sacral and sacrococcygeal region","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
35208968,"M54.2","Cervicalgia","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45553204,"M54.30","Sciatica, unspecified side","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45596595,"M54.31","Sciatica, right side","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45548443,"M54.32","Sciatica, left side","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45567580,"M54.40","Lumbago with sciatica, unspecified side","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45543613,"M54.41","Lumbago with sciatica, right side","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
45553206,"M54.42","Lumbago with sciatica, left side","MUS011","Spondylopathies/spondyloarthropathy (including infective)"
35208970,"M54.6","Pain in thoracic spine","MUS010","Musculoskeletal pain, not low back pain"
45548444,"M54.81","Occipital neuralgia","MUS010","Musculoskeletal pain, not low back pain"
45557903,"M54.89","Other dorsalgia","MUS010","Musculoskeletal pain, not low back pain"
35208971,"M54.9","Dorsalgia, unspecified","MUS010","Musculoskeletal pain, not low back pain"
1570707,"M60","Myositis","MUS026","Muscle disorders"
1570708,"M60.0","Infective myositis","MUS026","Muscle disorders"
1570709,"M60.00","Infective myositis, unspecified site","MUS026","Muscle disorders"
45586995,"M60.000","Infective myositis, unspecified right arm","MUS026","Muscle disorders"
45548445,"M60.001","Infective myositis, unspecified left arm","MUS026","Muscle disorders"
45567581,"M60.002","Infective myositis, unspecified arm","MUS026","Muscle disorders"
45606248,"M60.003","Infective myositis, unspecified right leg","MUS026","Muscle disorders"
45557904,"M60.004","Infective myositis, unspecified left leg","MUS026","Muscle disorders"
45538792,"M60.005","Infective myositis, unspecified leg","MUS026","Muscle disorders"
45567582,"M60.009","Infective myositis, unspecified site","MUS026","Muscle disorders"
1570710,"M60.01","Infective myositis, shoulder","MUS026","Muscle disorders"
45596596,"M60.011","Infective myositis, right shoulder","MUS026","Muscle disorders"
45577288,"M60.012","Infective myositis, left shoulder","MUS026","Muscle disorders"
45543614,"M60.019","Infective myositis, unspecified shoulder","MUS026","Muscle disorders"
1570711,"M60.02","Infective myositis, upper arm","MUS026","Muscle disorders"
45577289,"M60.021","Infective myositis, right upper arm","MUS026","Muscle disorders"
45567583,"M60.022","Infective myositis, left upper arm","MUS026","Muscle disorders"
45596597,"M60.029","Infective myositis, unspecified upper arm","MUS026","Muscle disorders"
1570712,"M60.03","Infective myositis, forearm","MUS026","Muscle disorders"
45606249,"M60.031","Infective myositis, right forearm","MUS026","Muscle disorders"
45557905,"M60.032","Infective myositis, left forearm","MUS026","Muscle disorders"
45606250,"M60.039","Infective myositis, unspecified forearm","MUS026","Muscle disorders"
1570713,"M60.04","Infective myositis, hand and fingers","MUS026","Muscle disorders"
45577290,"M60.041","Infective myositis, right hand","MUS026","Muscle disorders"
45543615,"M60.042","Infective myositis, left hand","MUS026","Muscle disorders"
45562751,"M60.043","Infective myositis, unspecified hand","MUS026","Muscle disorders"
45596598,"M60.044","Infective myositis, right finger(s)","MUS026","Muscle disorders"
45591868,"M60.045","Infective myositis, left finger(s)","MUS026","Muscle disorders"
45591869,"M60.046","Infective myositis, unspecified finger(s)","MUS026","Muscle disorders"
1570714,"M60.05","Infective myositis, thigh","MUS026","Muscle disorders"
45538793,"M60.051","Infective myositis, right thigh","MUS026","Muscle disorders"
45596599,"M60.052","Infective myositis, left thigh","MUS026","Muscle disorders"
45562752,"M60.059","Infective myositis, unspecified thigh","MUS026","Muscle disorders"
1570715,"M60.06","Infective myositis, lower leg","MUS026","Muscle disorders"
45606292,"M67.30","Transient synovitis, unspecified site","MUS009","Tendon and synovial disorders"
45591915,"M67.311","Transient synovitis, right shoulder","MUS009","Tendon and synovial disorders"
45543656,"M67.312","Transient synovitis, left shoulder","MUS009","Tendon and synovial disorders"
45557955,"M67.319","Transient synovitis, unspecified shoulder","MUS009","Tendon and synovial disorders"
45548479,"M67.321","Transient synovitis, right elbow","MUS009","Tendon and synovial disorders"
45591916,"M67.322","Transient synovitis, left elbow","MUS009","Tendon and synovial disorders"
45596655,"M67.329","Transient synovitis, unspecified elbow","MUS009","Tendon and synovial disorders"
45543657,"M67.331","Transient synovitis, right wrist","MUS009","Tendon and synovial disorders"
45533908,"M67.332","Transient synovitis, left wrist","MUS009","Tendon and synovial disorders"
45567628,"M67.339","Transient synovitis, unspecified wrist","MUS009","Tendon and synovial disorders"
45543658,"M67.341","Transient synovitis, right hand","MUS009","Tendon and synovial disorders"
45601509,"M67.342","Transient synovitis, left hand","MUS009","Tendon and synovial disorders"
45548480,"M67.349","Transient synovitis, unspecified hand","MUS009","Tendon and synovial disorders"
45587031,"M67.351","Transient synovitis, right hip","MUS009","Tendon and synovial disorders"
45543659,"M67.352","Transient synovitis, left hip","MUS009","Tendon and synovial disorders"
45543660,"M67.359","Transient synovitis, unspecified hip","MUS009","Tendon and synovial disorders"
45606293,"M67.361","Transient synovitis, right knee","MUS009","Tendon and synovial disorders"
45591917,"M67.362","Transient synovitis, left knee","MUS009","Tendon and synovial disorders"
45582221,"M67.369","Transient synovitis, unspecified knee","MUS009","Tendon and synovial disorders"
45606294,"M67.371","Transient synovitis, right ankle and foot","MUS009","Tendon and synovial disorders"
45533909,"M67.372","Transient synovitis, left ankle and foot","MUS009","Tendon and synovial disorders"
45601510,"M67.379","Transient synovitis, unspecified ankle and foot","MUS009","Tendon and synovial disorders"
45601511,"M67.38","Transient synovitis, other site","MUS009","Tendon and synovial disorders"
45562804,"M67.39","Transient synovitis, multiple sites","MUS009","Tendon and synovial disorders"
45572522,"M67.40","Ganglion, unspecified site","MUS009","Tendon and synovial disorders"
45557956,"M67.411","Ganglion, right shoulder","MUS009","Tendon and synovial disorders"
45582223,"M67.412","Ganglion, left shoulder","MUS009","Tendon and synovial disorders"
45543661,"M67.419","Ganglion, unspecified shoulder","MUS009","Tendon and synovial disorders"
45582224,"M67.421","Ganglion, right elbow","MUS009","Tendon and synovial disorders"
45538842,"M67.422","Ganglion, left elbow","MUS009","Tendon and synovial disorders"
45582225,"M67.429","Ganglion, unspecified elbow","MUS009","Tendon and synovial disorders"
45601512,"M67.431","Ganglion, right wrist","MUS009","Tendon and synovial disorders"
45587032,"M67.432","Ganglion, left wrist","MUS009","Tendon and synovial disorders"
45562805,"M67.439","Ganglion, unspecified wrist","MUS009","Tendon and synovial disorders"
45577327,"M67.441","Ganglion, right hand","MUS009","Tendon and synovial disorders"
45538843,"M67.442","Ganglion, left hand","MUS009","Tendon and synovial disorders"
45587033,"M67.449","Ganglion, unspecified hand","MUS009","Tendon and synovial disorders"
45538844,"M67.451","Ganglion, right hip","MUS009","Tendon and synovial disorders"
45533910,"M67.452","Ganglion, left hip","MUS009","Tendon and synovial disorders"
45577328,"M67.459","Ganglion, unspecified hip","MUS009","Tendon and synovial disorders"
45587041,"M67.879","Other specified disorders of synovium and tendon, unspecified ankle and foot","MUS009","Tendon and synovial disorders"
45596659,"M67.88","Other specified disorders of synovium and tendon, other site","MUS009","Tendon and synovial disorders"
45533916,"M67.89","Other specified disorders of synovium and tendon, multiple sites","MUS009","Tendon and synovial disorders"
45577330,"M67.90","Unspecified disorder of synovium and tendon, unspecified site","MUS009","Tendon and synovial disorders"
45577331,"M67.911","Unspecified disorder of synovium and tendon, right shoulder","MUS009","Tendon and synovial disorders"
45577332,"M67.912","Unspecified disorder of synovium and tendon, left shoulder","MUS009","Tendon and synovial disorders"
45543662,"M67.919","Unspecified disorder of synovium and tendon, unspecified shoulder","MUS009","Tendon and synovial disorders"
45553247,"M67.921","Unspecified disorder of synovium and tendon, right upper arm","MUS009","Tendon and synovial disorders"
45543663,"M67.922","Unspecified disorder of synovium and tendon, left upper arm","MUS009","Tendon and synovial disorders"
45606298,"M67.929","Unspecified disorder of synovium and tendon, unspecified upper arm","MUS009","Tendon and synovial disorders"
45591918,"M67.931","Unspecified disorder of synovium and tendon, right forearm","MUS009","Tendon and synovial disorders"
45567630,"M67.932","Unspecified disorder of synovium and tendon, left forearm","MUS009","Tendon and synovial disorders"
45553248,"M67.939","Unspecified disorder of synovium and tendon, unspecified forearm","MUS009","Tendon and synovial disorders"
45582227,"M67.941","Unspecified disorder of synovium and tendon, right hand","MUS009","Tendon and synovial disorders"
45557959,"M67.942","Unspecified disorder of synovium and tendon, left hand","MUS009","Tendon and synovial disorders"
45591919,"M67.949","Unspecified disorder of synovium and tendon, unspecified hand","MUS009","Tendon and synovial disorders"
45553249,"M67.951","Unspecified disorder of synovium and tendon, right thigh","MUS009","Tendon and synovial disorders"
45577333,"M67.952","Unspecified disorder of synovium and tendon, left thigh","MUS009","Tendon and synovial disorders"
45562809,"M67.959","Unspecified disorder of synovium and tendon, unspecified thigh","MUS009","Tendon and synovial disorders"
45553250,"M67.961","Unspecified disorder of synovium and tendon, right lower leg","MUS009","Tendon and synovial disorders"
45606299,"M67.962","Unspecified disorder of synovium and tendon, left lower leg","MUS009","Tendon and synovial disorders"
45582228,"M67.969","Unspecified disorder of synovium and tendon, unspecified lower leg","MUS009","Tendon and synovial disorders"
45557960,"M67.971","Unspecified disorder of synovium and tendon, right ankle and foot","MUS009","Tendon and synovial disorders"
45562810,"M67.972","Unspecified disorder of synovium and tendon, left ankle and foot","MUS009","Tendon and synovial disorders"
45562811,"M67.979","Unspecified disorder of synovium and tendon, unspecified ankle and foot","MUS009","Tendon and synovial disorders"
45596660,"M67.98","Unspecified disorder of synovium and tendon, other site","MUS009","Tendon and synovial disorders"
45606300,"M67.99","Unspecified disorder of synovium and tendon, multiple sites","MUS009","Tendon and synovial disorders"
45543665,"M70.031","Crepitant synovitis (acute) (chronic), right wrist","MUS009","Tendon and synovial disorders"
45562812,"M70.032","Crepitant synovitis (acute) (chronic), left wrist","MUS009","Tendon and synovial disorders"
45548485,"M70.039","Crepitant synovitis (acute) (chronic), unspecified wrist","MUS009","Tendon and synovial disorders"
45606302,"M70.041","Crepitant synovitis (acute) (chronic), right hand","MUS009","Tendon and synovial disorders"
45533917,"M70.042","Crepitant synovitis (acute) (chronic), left hand","MUS009","Tendon and synovial disorders"
45562813,"M70.049","Crepitant synovitis (acute) (chronic), unspecified hand","MUS009","Tendon and synovial disorders"
45543666,"M70.10","Bursitis, unspecified hand","MUS025","Other specified connective tissue disease"
45553251,"M70.11","Bursitis, right hand","MUS025","Other specified connective tissue disease"
45548486,"M70.12","Bursitis, left hand","MUS025","Other specified connective tissue disease"
45533919,"M70.20","Olecranon bursitis, unspecified elbow","MUS025","Other specified connective tissue disease"
45601519,"M70.21","Olecranon bursitis, right elbow","MUS025","Other specified connective tissue disease"
45591920,"M70.22","Olecranon bursitis, left elbow","MUS025","Other specified connective tissue disease"
45553256,"M70.90","Unspecified soft tissue disorder related to use, overuse and pressure of unspecified site","MUS025","Other specified connective tissue disease"
45562816,"M70.911","Unspecified soft tissue disorder related to use, overuse and pressure, right shoulder","MUS025","Other specified connective tissue disease"
45567634,"M70.912","Unspecified soft tissue disorder related to use, overuse and pressure, left shoulder","MUS025","Other specified connective tissue disease"
45567635,"M70.919","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified shoulder","MUS025","Other specified connective tissue disease"
45596664,"M70.921","Unspecified soft tissue disorder related to use, overuse and pressure, right upper arm","MUS025","Other specified connective tissue disease"
45601522,"M70.922","Unspecified soft tissue disorder related to use, overuse and pressure, left upper arm","MUS025","Other specified connective tissue disease"
45582230,"M70.929","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified upper arm","MUS025","Other specified connective tissue disease"
45601523,"M70.931","Unspecified soft tissue disorder related to use, overuse and pressure, right forearm","MUS025","Other specified connective tissue disease"
45591922,"M70.932","Unspecified soft tissue disorder related to use, overuse and pressure, left forearm","MUS025","Other specified connective tissue disease"
45577336,"M70.939","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified forearm","MUS025","Other specified connective tissue disease"
45548488,"M70.941","Unspecified soft tissue disorder related to use, overuse and pressure, right hand","MUS025","Other specified connective tissue disease"
45562817,"M70.942","Unspecified soft tissue disorder related to use, overuse and pressure, left hand","MUS025","Other specified connective tissue disease"
45562818,"M70.949","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified hand","MUS025","Other specified connective tissue disease"
45557969,"M70.951","Unspecified soft tissue disorder related to use, overuse and pressure, right thigh","MUS025","Other specified connective tissue disease"
45548489,"M70.952","Unspecified soft tissue disorder related to use, overuse and pressure, left thigh","MUS025","Other specified connective tissue disease"
45543670,"M70.959","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified thigh","MUS025","Other specified connective tissue disease"
45591923,"M70.961","Unspecified soft tissue disorder related to use, overuse and pressure, right lower leg","MUS025","Other specified connective tissue disease"
45543671,"M70.962","Unspecified soft tissue disorder related to use, overuse and pressure, left lower leg","MUS025","Other specified connective tissue disease"
45567636,"M70.969","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified lower leg","MUS025","Other specified connective tissue disease"
45548490,"M70.971","Unspecified soft tissue disorder related to use, overuse and pressure, right ankle and foot","MUS025","Other specified connective tissue disease"
45557970,"M70.972","Unspecified soft tissue disorder related to use, overuse and pressure, left ankle and foot","MUS025","Other specified connective tissue disease"
45601524,"M70.979","Unspecified soft tissue disorder related to use, overuse and pressure, unspecified ankle and foot","MUS025","Other specified connective tissue disease"
45533923,"M70.98","Unspecified soft tissue disorder related to use, overuse and pressure other","MUS025","Other specified connective tissue disease"
45567637,"M70.99","Unspecified soft tissue disorder related to use, overuse and pressure multiple sites","MUS025","Other specified connective tissue disease"
45582239,"M71.549","Other bursitis, not elsewhere classified, unspecified hand","MUS025","Other specified connective tissue disease"
45548499,"M71.551","Other bursitis, not elsewhere classified, right hip","MUS025","Other specified connective tissue disease"
45538859,"M71.552","Other bursitis, not elsewhere classified, left hip","MUS025","Other specified connective tissue disease"
45606315,"M71.559","Other bursitis, not elsewhere classified, unspecified hip","MUS025","Other specified connective tissue disease"
45553261,"M71.561","Other bursitis, not elsewhere classified, right knee","MUS025","Other specified connective tissue disease"
45587052,"M71.562","Other bursitis, not elsewhere classified, left knee","MUS025","Other specified connective tissue disease"
45606316,"M71.569","Other bursitis, not elsewhere classified, unspecified knee","MUS025","Other specified connective tissue disease"
45606317,"M71.571","Other bursitis, not elsewhere classified, right ankle and foot","MUS025","Other specified connective tissue disease"
45553262,"M71.572","Other bursitis, not elsewhere classified, left ankle and foot","MUS025","Other specified connective tissue disease"
45596675,"M71.579","Other bursitis, not elsewhere classified, unspecified ankle and foot","MUS025","Other specified connective tissue disease"
45553263,"M71.58","Other bursitis, not elsewhere classified, other site","MUS025","Other specified connective tissue disease"
45553264,"M71.80","Other specified bursopathies, unspecified site","MUS025","Other specified connective tissue disease"
45596676,"M71.811","Other specified bursopathies, right shoulder","MUS025","Other specified connective tissue disease"
45591928,"M71.812","Other specified bursopathies, left shoulder","MUS025","Other specified connective tissue disease"
45572537,"M71.819","Other specified bursopathies, unspecified shoulder","MUS025","Other specified connective tissue disease"
45582240,"M71.821","Other specified bursopathies, right elbow","MUS025","Other specified connective tissue disease"
45606318,"M71.822","Other specified bursopathies, left elbow","MUS025","Other specified connective tissue disease"
45596677,"M71.829","Other specified bursopathies, unspecified elbow","MUS025","Other specified connective tissue disease"
45562822,"M71.831","Other specified bursopathies, right wrist","MUS025","Other specified connective tissue disease"
45591929,"M71.832","Other specified bursopathies, left wrist","MUS025","Other specified connective tissue disease"
45557981,"M71.839","Other specified bursopathies, unspecified wrist","MUS025","Other specified connective tissue disease"
45562823,"M71.841","Other specified bursopathies, right hand","MUS025","Other specified connective tissue disease"
45582241,"M71.842","Other specified bursopathies, left hand","MUS025","Other specified connective tissue disease"
45533930,"M71.849","Other specified bursopathies, unspecified hand","MUS025","Other specified connective tissue disease"
45601531,"M71.851","Other specified bursopathies, right hip","MUS025","Other specified connective tissue disease"
45591930,"M71.852","Other specified bursopathies, left hip","MUS025","Other specified connective tissue disease"
45567646,"M71.859","Other specified bursopathies, unspecified hip","MUS025","Other specified connective tissue disease"
45567647,"M71.861","Other specified bursopathies, right knee","MUS025","Other specified connective tissue disease"
45538860,"M71.862","Other specified bursopathies, left knee","MUS025","Other specified connective tissue disease"
45543679,"M71.869","Other specified bursopathies, unspecified knee","MUS025","Other specified connective tissue disease"
45557982,"M71.871","Other specified bursopathies, right ankle and foot","MUS025","Other specified connective tissue disease"
45601532,"M71.872","Other specified bursopathies, left ankle and foot","MUS025","Other specified connective tissue disease"
45577344,"M71.879","Other specified bursopathies, unspecified ankle and foot","MUS025","Other specified connective tissue disease"
45601533,"M71.88","Other specified bursopathies, other site","MUS025","Other specified connective tissue disease"
45548500,"M71.89","Other specified bursopathies, multiple sites","MUS025","Other specified connective tissue disease"
35208979,"M71.9","Bursopathy, unspecified","MUS025","Other specified connective tissue disease"
45543682,"M75.00","Adhesive capsulitis of unspecified shoulder","MUS025","Other specified connective tissue disease"
45601539,"M76.41","Tibial collateral bursitis [Pellegrini-Stieda], right leg","MUS025","Other specified connective tissue disease"
45562833,"M76.42","Tibial collateral bursitis [Pellegrini-Stieda], left leg","MUS025","Other specified connective tissue disease"
45572548,"M76.50","Patellar tendinitis, unspecified knee","MUS009","Tendon and synovial disorders"
45572549,"M76.51","Patellar tendinitis, right knee","MUS009","Tendon and synovial disorders"
45562834,"M76.52","Patellar tendinitis, left knee","MUS009","Tendon and synovial disorders"
45557988,"M76.60","Achilles tendinitis, unspecified leg","MUS009","Tendon and synovial disorders"
45567654,"M76.61","Achilles tendinitis, right leg","MUS009","Tendon and synovial disorders"
45582244,"M76.62","Achilles tendinitis, left leg","MUS009","Tendon and synovial disorders"
45577348,"M76.70","Peroneal tendinitis, unspecified leg","MUS009","Tendon and synovial disorders"
45567655,"M76.71","Peroneal tendinitis, right leg","MUS009","Tendon and synovial disorders"
45601541,"M76.72","Peroneal tendinitis, left leg","MUS009","Tendon and synovial disorders"
45587057,"M76.811","Anterior tibial syndrome, right leg","MUS025","Other specified connective tissue disease"
45601542,"M76.812","Anterior tibial syndrome, left leg","MUS025","Other specified connective tissue disease"
45587058,"M76.819","Anterior tibial syndrome, unspecified leg","MUS025","Other specified connective tissue disease"
45577350,"M76.821","Posterior tibial tendinitis, right leg","MUS009","Tendon and synovial disorders"
45577351,"M76.822","Posterior tibial tendinitis, left leg","MUS009","Tendon and synovial disorders"
45543686,"M76.829","Posterior tibial tendinitis, unspecified leg","MUS009","Tendon and synovial disorders"
45567656,"M76.891","Other specified enthesopathies of right lower limb, excluding foot","MUS009","Tendon and synovial disorders"
45596683,"M76.892","Other specified enthesopathies of left lower limb, excluding foot","MUS009","Tendon and synovial disorders"
45587059,"M76.899","Other specified enthesopathies of unspecified lower limb, excluding foot","MUS009","Tendon and synovial disorders"
8690,"M76.9","Unspecified enthesopathy, lower limb, excluding foot","MUS009","Tendon and synovial disorders"
45572550,"M77.00","Medial epicondylitis, unspecified elbow","MUS025","Other specified connective tissue disease"
45591932,"M77.01","Medial epicondylitis, right elbow","MUS025","Other specified connective tissue disease"
45596684,"M77.02","Medial epicondylitis, left elbow","MUS025","Other specified connective tissue disease"
45557990,"M77.10","Lateral epicondylitis, unspecified elbow","MUS025","Other specified connective tissue disease"
45533937,"M77.11","Lateral epicondylitis, right elbow","MUS025","Other specified connective tissue disease"
45553269,"M77.12","Lateral epicondylitis, left elbow","MUS025","Other specified connective tissue disease"
45587060,"M77.20","Periarthritis, unspecified wrist","MUS025","Other specified connective tissue disease"
45553270,"M77.21","Periarthritis, right wrist","MUS025","Other specified connective tissue disease"
45582246,"M77.22","Periarthritis, left wrist","MUS025","Other specified connective tissue disease"
45577359,"M79.A11","Nontraumatic compartment syndrome of right upper extremity","MUS025","Other specified connective tissue disease"
45606324,"M79.A12","Nontraumatic compartment syndrome of left upper extremity","MUS025","Other specified connective tissue disease"
45587069,"M79.A19","Nontraumatic compartment syndrome of unspecified upper extremity","MUS025","Other specified connective tissue disease"
45601547,"M79.A21","Nontraumatic compartment syndrome of right lower extremity","MUS025","Other specified connective tissue disease"
45533942,"M79.A22","Nontraumatic compartment syndrome of left lower extremity","MUS025","Other specified connective tissue disease"
45557994,"M79.A29","Nontraumatic compartment syndrome of unspecified lower extremity","MUS025","Other specified connective tissue disease"
45567660,"M79.A3","Nontraumatic compartment syndrome of abdomen","MUS025","Other specified connective tissue disease"
45548503,"M79.A9","Nontraumatic compartment syndrome of other sites","MUS025","Other specified connective tissue disease"
45543635,"M62.541","Muscle wasting and atrophy, not elsewhere classified, right hand","MUS026","Muscle disorders"
45587016,"M62.542","Muscle wasting and atrophy, not elsewhere classified, left hand","MUS026","Muscle disorders"
45591890,"M62.549","Muscle wasting and atrophy, not elsewhere classified, unspecified hand","MUS026","Muscle disorders"
45577315,"M62.551","Muscle wasting and atrophy, not elsewhere classified, right thigh","MUS026","Muscle disorders"
45601496,"M62.552","Muscle wasting and atrophy, not elsewhere classified, left thigh","MUS026","Muscle disorders"
45562776,"M62.559","Muscle wasting and atrophy, not elsewhere classified, unspecified thigh","MUS026","Muscle disorders"
45538819,"M62.561","Muscle wasting and atrophy, not elsewhere classified, right lower leg","MUS026","Muscle disorders"
45572498,"M62.562","Muscle wasting and atrophy, not elsewhere classified, left lower leg","MUS026","Muscle disorders"
45543636,"M62.569","Muscle wasting and atrophy, not elsewhere classified, unspecified lower leg","MUS026","Muscle disorders"
45606276,"M62.571","Muscle wasting and atrophy, not elsewhere classified, right ankle and foot","MUS026","Muscle disorders"
45557928,"M62.572","Muscle wasting and atrophy, not elsewhere classified, left ankle and foot","MUS026","Muscle disorders"
45601497,"M62.579","Muscle wasting and atrophy, not elsewhere classified, unspecified ankle and foot","MUS026","Muscle disorders"
45601498,"M62.58","Muscle wasting and atrophy, not elsewhere classified, other site","MUS026","Muscle disorders"
45601499,"M62.59","Muscle wasting and atrophy, not elsewhere classified, multiple sites","MUS026","Muscle disorders"
45587018,"M62.81","Muscle weakness (generalized)","MUS026","Muscle disorders"
45557929,"M62.82","Rhabdomyolysis","MUS026","Muscle disorders"
45582202,"M62.831","Muscle spasm of calf","MUS026","Muscle disorders"
45567611,"M62.838","Other muscle spasm","MUS026","Muscle disorders"
37200744,"M62.84","Sarcopenia","MUS026","Muscle disorders"
45562778,"M62.89","Other specified disorders of muscle","MUS026","Muscle disorders"
35208975,"M62.9","Disorder of muscle, unspecified","MUS026","Muscle disorders"
45562779,"M63.80","Disorders of muscle in diseases classified elsewhere, unspecified site","MUS026","Muscle disorders"
45601500,"M63.811","Disorders of muscle in diseases classified elsewhere, right shoulder","MUS026","Muscle disorders"
45538821,"M63.812","Disorders of muscle in diseases classified elsewhere, left shoulder","MUS026","Muscle disorders"
45538822,"M63.819","Disorders of muscle in diseases classified elsewhere, unspecified shoulder","MUS026","Muscle disorders"
45557931,"M63.821","Disorders of muscle in diseases classified elsewhere, right upper arm","MUS026","Muscle disorders"
45582203,"M63.822","Disorders of muscle in diseases classified elsewhere, left upper arm","MUS026","Muscle disorders"
45596632,"M63.829","Disorders of muscle in diseases classified elsewhere, unspecified upper arm","MUS026","Muscle disorders"
45572499,"M63.831","Disorders of muscle in diseases classified elsewhere, right forearm","MUS026","Muscle disorders"
45591892,"M63.832","Disorders of muscle in diseases classified elsewhere, left forearm","MUS026","Muscle disorders"
45562780,"M63.839","Disorders of muscle in diseases classified elsewhere, unspecified forearm","MUS026","Muscle disorders"
45543637,"M63.841","Disorders of muscle in diseases classified elsewhere, right hand","MUS026","Muscle disorders"
45562781,"M63.842","Disorders of muscle in diseases classified elsewhere, left hand","MUS026","Muscle disorders"
45562782,"M63.849","Disorders of muscle in diseases classified elsewhere, unspecified hand","MUS026","Muscle disorders"
45601501,"M63.851","Disorders of muscle in diseases classified elsewhere, right thigh","MUS026","Muscle disorders"
45557932,"M63.852","Disorders of muscle in diseases classified elsewhere, left thigh","MUS026","Muscle disorders"
45596633,"M63.859","Disorders of muscle in diseases classified elsewhere, unspecified thigh","MUS026","Muscle disorders"
45591893,"M63.861","Disorders of muscle in diseases classified elsewhere, right lower leg","MUS026","Muscle disorders"
45548467,"M63.862","Disorders of muscle in diseases classified elsewhere, left lower leg","MUS026","Muscle disorders"
45543638,"M63.869","Disorders of muscle in diseases classified elsewhere, unspecified lower leg","MUS026","Muscle disorders"
45548468,"M63.871","Disorders of muscle in diseases classified elsewhere, right ankle and foot","MUS026","Muscle disorders"
45567612,"M63.872","Disorders of muscle in diseases classified elsewhere, left ankle and foot","MUS026","Muscle disorders"
45572500,"M63.879","Disorders of muscle in diseases classified elsewhere, unspecified ankle and foot","MUS026","Muscle disorders"
45533889,"M63.88","Disorders of muscle in diseases classified elsewhere, other site","MUS026","Muscle disorders"
45601502,"M63.89","Disorders of muscle in diseases classified elsewhere, multiple sites","MUS026","Muscle disorders"
35208976,"M65.4","Radial styloid tenosynovitis [de Quervain]","MUS009","Tendon and synovial disorders"
45562795,"M65.80","Other synovitis and tenosynovitis, unspecified site","MUS009","Tendon and synovial disorders"
45562796,"M65.811","Other synovitis and tenosynovitis, right shoulder","MUS009","Tendon and synovial disorders"
45557941,"M65.812","Other synovitis and tenosynovitis, left shoulder","MUS009","Tendon and synovial disorders"
45587023,"M65.819","Other synovitis and tenosynovitis, unspecified shoulder","MUS009","Tendon and synovial disorders"
45582209,"M65.821","Other synovitis and tenosynovitis, right upper arm","MUS009","Tendon and synovial disorders"
45567617,"M65.822","Other synovitis and tenosynovitis, left upper arm","MUS009","Tendon and synovial disorders"
45553232,"M65.829","Other synovitis and tenosynovitis, unspecified upper arm","MUS009","Tendon and synovial disorders"
45582210,"M65.831","Other synovitis and tenosynovitis, right forearm","MUS009","Tendon and synovial disorders"
45543646,"M65.832","Other synovitis and tenosynovitis, left forearm","MUS009","Tendon and synovial disorders"
45533896,"M65.839","Other synovitis and tenosynovitis, unspecified forearm","MUS009","Tendon and synovial disorders"
45596643,"M65.841","Other synovitis and tenosynovitis, right hand","MUS009","Tendon and synovial disorders"
45557942,"M65.842","Other synovitis and tenosynovitis, left hand","MUS009","Tendon and synovial disorders"
45601507,"M65.849","Other synovitis and tenosynovitis, unspecified hand","MUS009","Tendon and synovial disorders"
45577320,"M65.851","Other synovitis and tenosynovitis, right thigh","MUS009","Tendon and synovial disorders"
45533897,"M65.852","Other synovitis and tenosynovitis, left thigh","MUS009","Tendon and synovial disorders"
45582211,"M65.859","Other synovitis and tenosynovitis, unspecified thigh","MUS009","Tendon and synovial disorders"
45606281,"M65.861","Other synovitis and tenosynovitis, right lower leg","MUS009","Tendon and synovial disorders"
45553233,"M65.862","Other synovitis and tenosynovitis, left lower leg","MUS009","Tendon and synovial disorders"
45538831,"M65.869","Other synovitis and tenosynovitis, unspecified lower leg","MUS009","Tendon and synovial disorders"
45596644,"M65.871","Other synovitis and tenosynovitis, right ankle and foot","MUS009","Tendon and synovial disorders"
45582212,"M65.872","Other synovitis and tenosynovitis, left ankle and foot","MUS009","Tendon and synovial disorders"
45591898,"M65.879","Other synovitis and tenosynovitis, unspecified ankle and foot","MUS009","Tendon and synovial disorders"
45582213,"M65.88","Other synovitis and tenosynovitis, other site","MUS009","Tendon and synovial disorders"
45548472,"M65.89","Other synovitis and tenosynovitis, multiple sites","MUS009","Tendon and synovial disorders"
35208977,"M65.9","Synovitis and tenosynovitis, unspecified","MUS009","Tendon and synovial disorders"
35208978,"M66.0","Rupture of popliteal cyst","MUS009","Tendon and synovial disorders"
